hid,buildyear,type,price,planno
8489,1995,Brick and Wood,145036,4
8490,2014,Wood,84833,3
8491,1960,Brick,426482,3
8492,1996,Brick,442241,4
8493,1950,Brick and Wood,279493,4
8494,1984,Brick and Wood,109458,4
8495,1993,Wood,142140,3
8496,1993,Wood,257580,3
8497,1950,Wood,267785,3
8498,2000,Brick,56346,4
8499,1936,Brick and Wood,456135,4
8500,2016,Brick,288204,3
8501,2003,Brick and Wood,350201,4
8502,1999,Wood,251484,4
8503,1971,Wood,323216,4
8504,1969,Wood,347251,4
8505,2000,Brick,125493,4
8506,1936,Wood,196163,4
8507,1948,Brick and Wood,216811,4
8508,1985,Brick and Wood,354276,3
8509,1983,Brick and Wood,45060,4
8510,1991,Wood,46381,4
8511,1997,Brick and Wood,270611,3
8512,2000,Brick,182226,4
8513,1979,Brick,299622,3
8514,1972,Wood,390883,4
8515,1979,Wood,432037,3
8516,1954,Wood,459338,4
8517,1960,Brick and Wood,99988,3
8518,2003,Brick and Wood,471285,3
8519,2014,Brick,58437,4
8520,1943,Brick and Wood,53373,4
8521,1940,Brick,36693,3
8522,1994,Wood,257687,3
8523,1997,Wood,234025,3
8524,1939,Brick,260720,3
8525,1998,Brick and Wood,385735,4
8526,1995,Brick and Wood,156758,3
8527,1992,Brick and Wood,299082,3
8528,1949,Wood,86639,3
8529,1971,Brick and Wood,428770,4
8530,1996,Wood,146045,4
8531,1974,Brick and Wood,181048,3
8532,2014,Brick and Wood,458151,3
8533,1979,Wood,276081,3
8534,2000,Brick and Wood,369808,3
8535,1969,Brick and Wood,100073,3
8536,1956,Brick and Wood,431337,4
8537,1971,Wood,264235,3
8538,2013,Brick and Wood,91576,4
8539,1990,Brick and Wood,278580,4
8540,2007,Brick and Wood,352171,3
8541,1936,Brick and Wood,491999,4
8542,2004,Brick,471294,4
8543,2004,Brick and Wood,396046,3
8544,2014,Wood,336026,3
8545,1980,Brick,460772,3
8546,2000,Brick,479758,4
8547,1930,Brick and Wood,271918,3
8548,1939,Brick and Wood,264906,3
8549,1931,Wood,110013,4
8550,1970,Wood,217437,4
8551,2011,Brick and Wood,417534,4
8552,1988,Brick,311142,4
8553,1972,Brick,467943,4
8554,1989,Brick and Wood,465524,3
8555,1993,Brick and Wood,411320,4
8556,2011,Brick,484761,4
8557,1934,Brick,475957,3
8558,1993,Wood,200534,4
8559,1962,Wood,73738,4
8560,2016,Brick,90019,3
8561,1988,Brick,294776,4
8562,1952,Wood,171329,4
8563,1970,Brick and Wood,246490,4
8564,1971,Brick,178849,4
8565,1972,Wood,78893,3
8566,1952,Brick and Wood,193813,3
8567,1966,Brick and Wood,52123,3
8568,1982,Brick,232891,3
8569,1935,Wood,383552,3
8570,1964,Brick and Wood,339196,4
8571,1966,Brick,432972,3
8572,1970,Brick,445751,4
8573,1994,Wood,203776,4
8574,1991,Brick and Wood,313831,3
8575,2014,Brick and Wood,386945,4
8576,1946,Brick,359350,4
8577,2016,Wood,436997,3
8578,2004,Brick,361461,4
8579,1972,Wood,340193,3
8580,1959,Brick,70958,4
8581,1964,Brick,38421,4
8582,1979,Wood,165262,3
8583,2014,Wood,176688,4
8584,1999,Wood,62886,3
8585,1956,Wood,317248,4
8586,1989,Brick and Wood,184515,3
8587,1966,Brick,329406,4
8588,1945,Wood,414304,4
8589,1976,Wood,210524,3
8590,1985,Brick,458893,4
8591,1975,Brick,387308,3
8592,2013,Brick,205018,3
8593,1942,Brick,413212,3
8594,1983,Brick,197693,4
8595,1953,Brick and Wood,151985,4
8596,2009,Wood,421181,3
8597,1951,Brick,236807,4
8598,1999,Brick,223357,3
8599,1986,Brick and Wood,138128,3
8600,1966,Wood,297000,4
8601,2012,Wood,389271,3
8602,1959,Brick,241698,4
8603,1984,Brick,251544,4
8604,1939,Brick and Wood,316716,4
8605,1997,Wood,329484,4
8606,1985,Wood,192805,3
8607,2015,Brick and Wood,367064,3
8608,1977,Wood,444290,3
8609,1999,Brick and Wood,336795,3
8610,2009,Wood,108931,3
8611,1935,Brick and Wood,176555,3
8612,1997,Brick and Wood,64341,3
8613,1978,Brick and Wood,107315,3
8614,2015,Brick and Wood,334836,4
8615,2010,Brick,137832,3
8616,1966,Wood,382640,3
8617,1969,Brick and Wood,389332,3
8618,1944,Brick,266882,3
8619,1968,Wood,85534,3
8620,2016,Brick and Wood,264121,4
8621,1955,Brick and Wood,453631,3
8622,1958,Brick and Wood,215691,4
8623,1969,Brick and Wood,400716,3
8624,1976,Brick and Wood,418213,3
8625,1967,Brick,417539,4
8626,1936,Wood,385038,4
8627,1944,Brick and Wood,345219,3
8628,2008,Brick,265845,4
8629,1986,Brick,497244,3
8630,1991,Brick,435372,4
8631,1972,Brick,118015,4
8632,1930,Wood,156553,4
8633,2002,Wood,407290,4
8634,1994,Brick,157724,3
8635,1983,Brick and Wood,199382,4
8636,1949,Brick and Wood,37358,4
8637,1953,Wood,167714,4
8638,2003,Wood,176219,4
8639,1945,Brick and Wood,125597,3
8640,1988,Brick and Wood,92207,3
8641,1995,Brick,90360,3
8642,1973,Brick and Wood,350597,4
8643,1999,Wood,146369,3
8644,1931,Wood,246103,4
8645,1964,Brick and Wood,465120,4
8646,2010,Brick and Wood,495762,3
8647,2011,Wood,282966,4
8648,1989,Wood,438429,4
8649,1999,Brick and Wood,425125,3
8650,2016,Brick and Wood,129120,4
8651,2010,Wood,104437,4
8652,1960,Brick,472421,3
8653,2012,Brick,55875,3
8654,1958,Wood,407421,3
8655,1938,Brick,386648,3
8656,1959,Brick,422804,4
8657,1938,Wood,315676,4
8658,1948,Brick and Wood,214737,3
8659,1970,Brick,415586,4
8660,1932,Brick and Wood,236583,4
8661,1997,Brick and Wood,485851,4
8662,1968,Brick and Wood,460086,4
8663,1995,Brick and Wood,113208,4
8664,1945,Wood,231234,3
8665,1999,Brick and Wood,317098,4
8666,1973,Brick,67578,4
8667,1970,Brick,212589,4
8668,1964,Brick and Wood,473233,3
8669,1995,Brick,430808,3
8670,2014,Wood,41702,4
8671,1967,Brick and Wood,308329,4
8672,2009,Wood,186385,4
8673,1994,Brick,380174,3
8674,1959,Wood,254952,4
8675,1968,Brick,105259,3
8676,1938,Brick,361977,3
8677,1958,Brick,377257,3
8678,2008,Brick,342045,3
8679,1978,Brick,143899,3
8680,1937,Brick,90230,3
8681,1932,Brick,310605,4
8682,1967,Brick,442357,4
8683,1953,Wood,470245,3
8684,1962,Brick,249066,3
8685,1990,Brick,361436,4
8686,1964,Brick and Wood,430729,4
8687,2011,Wood,304877,3
8688,2015,Wood,305104,3
8689,1958,Wood,343126,4
8690,1952,Wood,184631,4
8691,1988,Brick and Wood,397105,3
8692,1988,Wood,359341,3
8693,2015,Wood,401568,4
8694,1985,Wood,381579,3
8695,1991,Brick,64091,4
8696,1995,Brick,140941,4
8697,1963,Brick,145396,3
8698,2006,Brick and Wood,442746,3
8699,1960,Brick,357917,3
8700,1955,Brick,273601,3
8701,1940,Brick,153026,4
8702,1943,Brick and Wood,242127,4
8703,1950,Brick and Wood,448461,4
8704,1939,Brick,279942,4
8705,2009,Brick,312994,3
8706,1997,Brick and Wood,366732,3
8707,1997,Brick,427848,4
8708,1981,Brick,295681,3
8709,1960,Brick and Wood,483976,4
8710,2005,Wood,218875,3
8711,2001,Wood,102826,4
8712,1930,Brick and Wood,479487,3
8713,1954,Brick,155917,3
8714,1985,Brick and Wood,144733,3
8715,2006,Brick and Wood,475614,4
8716,1980,Brick and Wood,334161,4
8717,2013,Wood,324466,3
8718,1989,Wood,479193,4
8719,1936,Brick,329417,4
8720,1985,Wood,41080,3
8721,1960,Brick,309157,3
8722,2015,Brick,466935,3
8723,1960,Brick and Wood,459338,4
8724,1978,Brick,454219,3
8725,1930,Brick and Wood,246858,4
8726,1978,Wood,311703,3
8727,1951,Brick and Wood,52978,3
8728,1965,Wood,59916,3
8729,1946,Brick and Wood,311843,4
8730,1948,Brick,300859,3
8731,1959,Brick,376504,4
8732,1950,Brick,222031,4
8733,2016,Brick and Wood,464347,4
8734,2012,Wood,218475,4
8735,1986,Brick,178855,3
8736,2006,Brick and Wood,303669,3
8737,1947,Brick and Wood,371986,3
8738,1936,Brick,84734,4
8739,1956,Brick and Wood,244038,3
8740,1960,Brick and Wood,448374,3
8741,1978,Wood,163772,4
8742,1957,Wood,136597,3
8743,2004,Brick,85300,4
8744,1958,Wood,379168,3
8745,1974,Brick and Wood,86571,4
8746,1979,Brick,198711,3
8747,1993,Brick,418892,4
8748,2002,Brick and Wood,359057,4
8749,1941,Brick,52362,4
8750,1963,Brick and Wood,70547,3
8751,1941,Brick,473807,3
8752,1992,Wood,338424,3
8753,2011,Wood,466113,3
8754,1951,Wood,483479,4
8755,2016,Brick and Wood,405849,4
8756,1955,Wood,275250,3
8757,1991,Wood,330304,3
8758,2008,Brick and Wood,81872,3
8759,1986,Brick and Wood,73715,3
8760,1938,Wood,414555,3
8761,1970,Brick and Wood,144635,3
8762,1954,Brick,415148,4
8763,2009,Brick,430504,4
8764,1930,Wood,351487,4
8765,1974,Wood,344484,3
8766,2007,Brick,95744,3
8767,1958,Brick,155811,3
8768,1937,Wood,324972,3
8769,1981,Brick and Wood,212473,3
8770,1962,Brick,119095,4
8771,2016,Wood,70347,3
8772,1979,Brick,457779,3
8773,2002,Wood,73169,4
8774,2011,Brick and Wood,72926,4
8775,2010,Wood,240329,3
8776,1985,Brick,365652,3
8777,2011,Brick,289253,3
8778,1980,Brick and Wood,482490,3
8779,1976,Wood,283075,4
8780,2015,Brick,359121,3
8781,1967,Brick and Wood,152176,4
8782,1934,Brick and Wood,390639,3
8783,1983,Brick,152112,4
8784,1940,Wood,317662,3
8785,1953,Brick and Wood,321432,3
8786,1933,Wood,74011,4
8787,1983,Wood,404917,4
8788,1976,Brick and Wood,110296,3
8789,1945,Brick and Wood,112526,4
8790,2007,Brick and Wood,335654,3
8791,1957,Wood,40343,4
8792,1996,Wood,454320,3
8793,1956,Wood,329578,4
8794,2001,Brick,316474,3
8795,1961,Brick,243927,4
8796,1963,Brick and Wood,325458,4
8797,1974,Brick and Wood,306106,4
8798,1939,Brick and Wood,96713,4
8799,1960,Brick and Wood,340838,3
8800,1946,Brick and Wood,470205,3
8801,1944,Wood,266390,3
8802,1978,Brick and Wood,479500,3
8803,1993,Brick,432081,3
8804,1976,Brick,161683,4
8805,1998,Brick and Wood,66491,3
8806,1967,Brick,400063,4
8807,1943,Brick,314030,3
8808,2002,Brick,241912,4
8809,1970,Brick and Wood,103283,4
8810,1986,Brick,356739,4
8811,1944,Wood,50802,4
8812,2015,Brick and Wood,297123,4
8813,1950,Wood,245552,3
8814,2014,Brick,410811,3
8815,1952,Brick,331698,4
8816,1991,Brick,467457,4
8817,1973,Brick and Wood,361309,3
8818,1947,Brick,51301,4
8819,1961,Brick,499379,3
8820,1966,Brick and Wood,151896,3
8821,1973,Wood,102558,4
8822,1939,Brick and Wood,66025,4
8823,1958,Wood,34711,3
8824,1985,Wood,295003,3
8825,1958,Brick,37563,3
8826,1975,Brick and Wood,223805,3
8827,1953,Brick and Wood,360715,4
8828,1971,Brick,51525,3
8829,1958,Brick,62513,3
8830,1943,Wood,128327,4
8831,1973,Brick,381154,4
8832,1959,Wood,278757,4
8833,1932,Brick and Wood,135848,3
8834,2002,Wood,278775,3
8835,1976,Brick and Wood,434572,4
8836,1960,Wood,432402,4
8837,1955,Brick and Wood,166098,3
8838,2015,Brick,97317,3
8839,2008,Brick,383208,3
8840,1995,Brick,134653,4
8841,2001,Wood,454179,3
8842,2004,Brick,498013,4
8843,1949,Brick,47638,4
8844,2003,Brick and Wood,77032,3
8845,1987,Wood,383261,4
8846,1942,Brick and Wood,66257,4
8847,1954,Brick and Wood,436775,4
8848,1965,Brick,206295,3
8849,2005,Brick and Wood,469331,3
8850,1960,Wood,127535,3
8851,1998,Brick and Wood,464092,3
8852,1935,Brick and Wood,363667,3
8853,1976,Brick,453607,3
8854,1994,Brick,168425,3
8855,1962,Brick,408256,4
8856,2002,Wood,186366,3
8857,1932,Brick,412705,3
8858,1964,Brick and Wood,202050,3
8859,1971,Wood,38405,3
8860,1972,Wood,293263,3
8861,1972,Brick and Wood,420778,4
8862,1966,Wood,462314,3
8863,1955,Wood,255628,3
8864,1995,Wood,79067,3
8865,1983,Brick,101999,3
8866,1963,Brick,491839,4
8867,1958,Brick,328142,3
8868,1976,Wood,389388,3
8869,1953,Brick and Wood,75676,4
8870,2010,Brick,492985,4
8871,1965,Wood,347227,3
8872,1973,Brick and Wood,414371,3
8873,1958,Brick,477750,3
8874,1971,Brick and Wood,291083,3
8875,1997,Wood,404769,4
8876,1950,Wood,124907,4
8877,2008,Brick and Wood,343117,3
8878,1957,Brick,251738,4
8879,1950,Brick and Wood,326938,3
8880,1933,Brick and Wood,204219,4
8881,1940,Brick and Wood,360622,4
8882,1982,Brick,194755,3
8883,1991,Wood,396372,4
8884,1950,Wood,90801,3
8885,1961,Wood,475186,3
8886,1979,Wood,450662,4
8887,1975,Wood,184169,3
8888,2009,Wood,443648,4
8889,1976,Brick and Wood,129485,4
8890,1951,Wood,461225,4
8891,1985,Brick,305365,3
8892,2015,Wood,273612,4
8893,2015,Wood,219679,4
8894,1959,Brick and Wood,435301,4
8895,2011,Brick,205926,3
8896,1943,Brick and Wood,250080,3
8897,1961,Brick,43608,3
8898,1960,Brick,78146,4
8899,2008,Wood,281193,4
8900,1985,Wood,70924,4
8901,1986,Wood,285860,3
8902,2010,Brick,322644,3
8903,2000,Brick and Wood,183864,3
8904,2005,Brick,245294,4
8905,1969,Brick and Wood,171205,3
8906,1995,Wood,219956,4
8907,1989,Wood,429212,4
8908,1966,Wood,283620,4
8909,2006,Brick and Wood,61190,3
8910,1979,Brick,73004,3
8911,1951,Wood,65868,3
8912,1945,Wood,275017,4
8913,1980,Brick and Wood,294322,3
8914,1979,Brick,97920,3
8915,2003,Brick,111864,3
8916,1995,Brick,75915,4
8917,1935,Brick and Wood,90370,4
8918,2002,Brick,473784,4
8919,1966,Brick,305475,3
8920,1966,Brick and Wood,393458,3
8921,1979,Wood,137853,3
8922,1938,Wood,308884,3
8923,2013,Wood,173930,3
8924,1964,Wood,376054,3
8925,1991,Brick and Wood,356428,3
8926,1990,Brick and Wood,429828,3
8927,1996,Wood,182091,4
8928,1992,Brick,213824,3
8929,1931,Brick,135174,4
8930,1933,Brick and Wood,204633,3
8931,1993,Brick,210767,4
8932,1994,Brick and Wood,231978,4
8933,1975,Brick and Wood,179699,3
8934,1956,Brick and Wood,252095,4
8935,1966,Brick and Wood,194875,4
8936,1953,Brick and Wood,305877,4
8937,2006,Brick and Wood,438954,3
8938,1965,Brick and Wood,374492,4
8939,1973,Brick,68003,4
8940,1980,Brick,128299,3
8941,1954,Brick and Wood,397242,3
8942,1998,Brick,59308,3
8943,2001,Wood,447592,3
8944,1970,Brick,203256,4
8945,1952,Wood,123320,4
8946,1988,Brick,148242,4
8947,1948,Wood,217686,4
8948,1933,Wood,416572,3
8949,1982,Wood,348285,4
8950,2001,Wood,124179,4
8951,1999,Wood,91294,3
8952,2002,Brick and Wood,366911,3
8953,1980,Brick,144777,3
8954,2002,Wood,243746,3
8955,1938,Wood,391593,4
8956,2015,Brick and Wood,246801,4
8957,1977,Brick,232387,3
8958,1956,Brick,73742,3
8959,2013,Wood,309845,4
8960,1947,Brick and Wood,218660,3
8961,2000,Brick,96772,3
8962,1963,Brick,250011,4
8963,2001,Brick,353093,4
8964,1930,Brick and Wood,490050,4
8965,1956,Brick,131666,3
8966,1987,Brick,347514,3
8967,2008,Wood,447381,3
8968,1951,Brick,198451,3
8969,1966,Wood,406552,4
8970,2000,Brick and Wood,57962,4
8971,1993,Brick,245613,4
8972,2001,Wood,113847,4
8973,1961,Wood,405937,4
8974,2013,Brick and Wood,77605,4
8975,1970,Wood,236326,3
8976,2005,Brick,171264,4
8977,1977,Brick and Wood,179106,4
8978,1993,Brick,215724,4
8979,1974,Wood,347588,3
8980,1978,Wood,498176,4
8981,1942,Wood,433261,3
8982,1995,Brick and Wood,352929,3
8983,1977,Wood,358723,4
8984,2001,Brick,389335,3
8985,1963,Wood,150252,4
8986,1969,Brick and Wood,450411,4
8987,2010,Wood,251095,3
8988,1957,Brick,300680,4
8989,2001,Brick,51854,4
8990,1979,Brick and Wood,426760,3
8991,1940,Brick,193031,3
8992,1952,Brick and Wood,447126,3
8993,1989,Wood,304929,4
8994,1957,Wood,39945,3
8995,1938,Brick,292036,3
8996,1932,Brick,158786,4
8997,1957,Brick,313746,3
8998,1953,Brick and Wood,88487,3
8999,1985,Brick and Wood,436019,4
9000,1980,Brick and Wood,264063,4
9001,1969,Brick and Wood,369949,3
9002,1943,Wood,446279,3
9003,1954,Brick and Wood,461618,3
9004,1961,Brick,414578,4
9005,1996,Brick and Wood,197215,4
9006,1967,Brick,299554,3
9007,1948,Brick and Wood,211907,4
9008,1970,Wood,273582,3
9009,1985,Brick,191880,3
9010,1954,Wood,72807,4
9011,1976,Brick,309109,3
9012,2010,Wood,374917,4
9013,1941,Wood,207874,3
9014,1980,Wood,133937,4
9015,1976,Brick and Wood,388383,4
9016,1933,Brick and Wood,475581,4
9017,2011,Brick and Wood,154454,4
9018,1938,Brick,55498,3
9019,1958,Brick and Wood,67982,3
9020,1969,Brick,353785,3
9021,1967,Brick,198816,4
9022,1939,Wood,396524,4
9023,1977,Brick and Wood,339744,4
9024,1951,Wood,305461,3
9025,1935,Brick,315853,3
9026,1977,Brick and Wood,309477,4
9027,1941,Wood,138727,4
9028,1944,Brick and Wood,324004,4
9029,1980,Brick,300855,3
9030,1982,Brick and Wood,489825,3
9031,1930,Brick and Wood,482107,4
9032,1959,Brick,431083,3
9033,1992,Brick,369256,3
9034,1983,Brick,465922,4
9035,1958,Brick,458149,4
9036,1943,Wood,279528,3
9037,1972,Brick and Wood,169453,4
9038,1986,Brick,88689,4
9039,1989,Wood,426430,4
9040,1991,Brick,442155,3
9041,1969,Wood,215032,4
9042,1958,Wood,109531,3
9043,1964,Brick and Wood,218624,4
9044,1937,Brick and Wood,266331,3
9045,1982,Brick,414609,4
9046,1990,Brick and Wood,167299,3
9047,1940,Brick and Wood,70436,3
9048,1934,Brick and Wood,386160,3
9049,1967,Brick and Wood,231251,3
9050,1992,Wood,446268,3
9051,2007,Wood,399188,4
9052,1986,Brick and Wood,452742,4
9053,1969,Brick,367816,4
9054,1981,Brick and Wood,375233,3
9055,1932,Brick,44550,4
9056,1998,Wood,176434,3
9057,1941,Brick and Wood,405374,4
9058,1948,Brick and Wood,206229,4
9059,1976,Wood,284772,4
9060,1949,Wood,439726,4
9061,1933,Wood,317628,3
9062,1936,Brick and Wood,302482,3
9063,1942,Brick and Wood,212544,4
9064,1939,Wood,183366,4
9065,1978,Brick and Wood,190632,4
9066,1975,Brick,371954,3
9067,1944,Brick,429957,4
9068,1984,Brick and Wood,434823,4
9069,1934,Wood,377747,3
9070,1977,Brick and Wood,492789,3
9071,2012,Brick,488042,3
9072,1984,Brick,253263,3
9073,1934,Brick and Wood,110183,3
9074,1955,Wood,495620,3
9075,2009,Brick,412394,3
9076,1956,Brick,310972,4
9077,2004,Wood,405391,4
9078,2001,Brick and Wood,480707,4
9079,1957,Brick,383890,3
9080,1930,Brick and Wood,467515,4
9081,1952,Brick and Wood,463486,4
9082,1944,Wood,114626,4
9083,1979,Wood,69190,3
9084,1975,Brick and Wood,421656,4
9085,1997,Wood,222080,3
9086,1972,Wood,452581,3
9087,2011,Brick,445944,3
9088,1966,Wood,59412,4
9089,2006,Brick and Wood,399662,4
9090,1933,Brick and Wood,280387,4
9091,2003,Brick and Wood,284883,3
9092,1950,Wood,410055,4
9093,1999,Wood,37638,3
9094,2005,Brick and Wood,207568,3
9095,1933,Wood,494095,4
9096,1977,Brick,393368,3
9097,2011,Wood,122630,4
9098,1966,Brick and Wood,223406,4
9099,1967,Brick and Wood,274456,4
9100,1965,Brick and Wood,77614,3
9101,1941,Wood,227225,3
9102,1947,Brick and Wood,201311,4
9103,2006,Brick and Wood,208287,4
9104,1967,Brick,339457,3
9105,1997,Wood,149399,3
9106,1967,Wood,299696,4
9107,1964,Brick,258164,4
9108,1954,Brick and Wood,348127,3
9109,2000,Brick and Wood,219619,4
9110,1995,Wood,445734,3
9111,2016,Wood,462749,4
9112,1953,Brick and Wood,218954,4
9113,1980,Brick and Wood,426826,4
9114,1987,Wood,444580,4
9115,1986,Brick,150122,4
9116,1971,Brick and Wood,64882,4
9117,1937,Brick and Wood,180648,4
9118,1962,Brick and Wood,330844,4
9119,2008,Brick,31142,3
9120,2002,Wood,400575,3
9121,2007,Brick,431116,3
9122,2016,Brick,381245,3
9123,1973,Brick and Wood,49499,4
9124,1985,Brick,260746,3
9125,1975,Brick and Wood,87111,3
9126,1987,Wood,431270,3
9127,2000,Wood,479358,3
9128,1955,Brick,232605,3
9129,1992,Wood,109816,4
9130,1975,Wood,284407,3
9131,2009,Brick,403856,3
9132,2005,Brick,194939,3
9133,2015,Wood,317602,4
9134,1942,Brick,309971,3
9135,1983,Brick and Wood,468829,3
9136,1930,Brick,410793,3
9137,2008,Brick and Wood,93971,3
9138,2003,Brick,340696,4
9139,1942,Brick and Wood,62410,3
9140,1966,Wood,278616,4
9141,1955,Wood,421163,4
9142,1985,Brick,137385,3
9143,1949,Brick,372375,3
9144,1932,Wood,396595,4
9145,1987,Brick,338123,4
9146,2009,Wood,415066,4
9147,1947,Wood,324110,3
9148,2006,Brick and Wood,297014,3
9149,1974,Brick,382037,3
9150,2006,Wood,163777,4
9151,1991,Brick and Wood,436420,4
9152,2013,Brick,31448,4
9153,1940,Wood,311078,3
9154,1948,Brick and Wood,412252,4
9155,1961,Wood,141733,3
9156,1995,Wood,192793,3
9157,2013,Brick and Wood,317221,4
9158,1984,Wood,236493,4
9159,1992,Brick,294277,3
9160,1969,Brick and Wood,472172,3
9161,1966,Brick and Wood,418782,3
9162,1958,Brick,414897,3
9163,1962,Brick and Wood,472884,4
9164,1980,Wood,348512,4
9165,1948,Brick and Wood,114912,3
9166,1944,Brick,324090,4
9167,2014,Brick,435739,3
9168,1937,Brick,86745,3
9169,1989,Brick and Wood,93440,4
9170,1935,Wood,376195,3
9171,1993,Brick and Wood,386049,4
9172,1939,Wood,176258,4
9173,1934,Brick,173721,4
9174,2002,Brick,367486,4
9175,1974,Brick,226831,4
9176,1983,Brick,370399,4
9177,1992,Wood,127326,4
9178,1961,Brick,264872,3
9179,2009,Wood,342730,4
9180,1949,Brick and Wood,226950,4
9181,2010,Brick,339990,4
9182,1974,Brick,329526,3
9183,1975,Wood,101189,3
9184,1994,Wood,450120,4
9185,1981,Brick and Wood,260215,4
9186,1941,Brick,107731,4
9187,1962,Brick,452926,4
9188,2015,Wood,215829,3
9189,1976,Brick,152519,3
9190,1954,Wood,161660,3
9191,1970,Brick,433407,4
9192,1950,Brick and Wood,371613,3
9193,1974,Brick,403989,3
9194,2007,Wood,206191,4
9195,2015,Brick,293637,3
9196,1984,Brick and Wood,285078,4
9197,1964,Brick,131250,4
9198,1979,Brick and Wood,150897,3
9199,1962,Brick,446878,4
9200,1997,Wood,141829,4
9201,1982,Wood,158320,3
9202,1995,Brick,90359,4
9203,1962,Brick,311511,4
9204,1941,Brick and Wood,116424,4
9205,1989,Wood,435751,4
9206,2012,Wood,67323,3
9207,1943,Brick,152505,3
9208,1996,Brick and Wood,329321,3
9209,1945,Brick,418247,3
9210,1981,Brick and Wood,71822,4
9211,1948,Brick and Wood,266988,3
9212,1993,Brick and Wood,324973,4
9213,1990,Wood,128964,3
9214,2006,Brick and Wood,355554,3
9215,1985,Brick and Wood,92135,3
9216,1936,Brick,306015,3
9217,1967,Brick and Wood,272066,3
9218,1946,Wood,438839,3
9219,2010,Brick,146268,3
9220,1965,Wood,205134,3
9221,1944,Brick and Wood,189594,3
9222,1995,Wood,84439,3
9223,1942,Brick and Wood,140571,4
9224,1996,Brick,281630,3
9225,1976,Brick and Wood,177446,3
9226,1992,Brick and Wood,227918,3
9227,1980,Brick and Wood,135398,4
9228,2006,Brick and Wood,415899,3
9229,1950,Brick and Wood,259069,4
9230,1944,Wood,423995,3
9231,1944,Brick,239189,4
9232,1969,Wood,440136,4
9233,1937,Brick,378324,3
9234,1989,Wood,130128,4
9235,1947,Brick,345661,4
9236,1954,Wood,164279,3
9237,2015,Brick,103324,3
9238,1967,Brick,44337,3
9239,1961,Brick,225085,3
9240,1980,Brick and Wood,352080,3
9241,1942,Wood,449094,3
9242,1974,Brick,107693,3
9243,2015,Brick and Wood,339146,3
9244,1931,Wood,435459,3
9245,1943,Brick,306623,3
9246,1931,Wood,449680,4
9247,1942,Brick and Wood,408968,4
9248,2010,Brick,190917,4
9249,1935,Wood,341225,3
9250,1986,Wood,424989,3
9251,1988,Brick,388308,3
9252,1962,Wood,130521,4
9253,1972,Brick,392579,4
9254,1950,Brick and Wood,427016,4
9255,1950,Wood,117849,3
9256,1993,Wood,364731,4
9257,1943,Brick,173404,3
9258,1967,Wood,34677,3
9259,1948,Brick,38562,4
9260,2013,Brick,363654,3
9261,1988,Wood,464873,3
9262,1957,Brick and Wood,227445,4
9263,1997,Brick and Wood,74263,4
9264,1932,Wood,459841,3
9265,1953,Wood,392022,3
9266,1933,Brick and Wood,93461,4
9267,2004,Brick and Wood,402533,3
9268,1938,Brick and Wood,72966,3
9269,1931,Wood,114870,3
9270,1972,Brick and Wood,485182,3
9271,1932,Brick,350194,3
9272,1947,Wood,202892,3
9273,1980,Brick,75809,3
9274,1939,Wood,103973,3
9275,1965,Brick,273748,4
9276,1988,Brick and Wood,140755,4
9277,1945,Brick and Wood,186833,4
9278,1986,Brick and Wood,39847,4
9279,1966,Wood,135477,4
9280,1975,Brick and Wood,83155,4
9281,1933,Brick and Wood,387814,4
9282,1976,Brick and Wood,90548,3
9283,2014,Wood,85278,4
9284,1933,Brick and Wood,480756,4
9285,1999,Brick and Wood,193315,4
9286,1953,Brick,269482,4
9287,1941,Brick,289071,4
9288,1942,Brick and Wood,345642,3
9289,1936,Brick and Wood,343358,3
9290,1955,Brick,93567,4
9291,1954,Wood,347429,3
9292,1950,Wood,418192,3
9293,1953,Wood,137417,3
9294,1942,Brick and Wood,186055,4
9295,1961,Brick and Wood,35548,3
9296,1992,Brick and Wood,56456,3
9297,1988,Brick and Wood,476382,4
9298,2010,Brick and Wood,143170,4
9299,1990,Brick,47798,4
9300,1978,Wood,495019,3
9301,1947,Brick,215687,3
9302,1930,Wood,455909,3
9303,1974,Brick and Wood,94598,4
9304,1954,Brick and Wood,173846,3
9305,1936,Brick and Wood,115454,4
9306,1944,Wood,214238,3
9307,1938,Brick,161303,3
9308,1988,Brick,498390,3
9309,2016,Wood,405070,4
9310,1983,Brick and Wood,460975,3
9311,2001,Brick,299837,3
9312,1937,Brick,100830,3
9313,1933,Brick,419735,4
9314,1949,Brick,182114,4
9315,1957,Brick,351014,3
9316,2008,Brick and Wood,369231,3
9317,1939,Brick and Wood,306378,3
9318,1948,Brick,185902,3
9319,1983,Brick,147248,4
9320,1949,Brick,207497,3
9321,1931,Wood,232900,3
9322,1976,Wood,284968,3
9323,2011,Brick and Wood,340500,3
9324,1935,Wood,459307,3
9325,1981,Wood,278173,4
9326,1974,Brick,256776,4
9327,1942,Brick and Wood,68286,4
9328,1943,Brick,139232,4
9329,2016,Brick and Wood,370500,3
9330,2005,Brick and Wood,332692,3
9331,1947,Brick,443777,3
9332,1976,Wood,340770,3
9333,2016,Wood,380292,3
9334,1977,Brick and Wood,212861,4
9335,1983,Brick and Wood,360536,4
9336,1974,Brick and Wood,179769,3
9337,1984,Wood,284342,3
9338,1956,Brick,71984,4
9339,1982,Wood,323487,3
9340,1993,Brick,401899,4
9341,1951,Brick and Wood,388591,4
