reportno,date,description,street ,zipcode
22219,2014-09-08,Everyone's fault,24201 CURRY HOLLOW RD,62508
22220,2015-05-13,Not Customer's fault,24202 WILLIAM FLYNN HW,61162
22221,2015-12-13,Not Customer's fault,24203 THOMS RUN RD,60211
22222,2014-08-21,Customer's fault,24204 WALLACE RD,62055
22223,2014-07-04,Everyone's fault,24205 HAYDEN BL,61345
22224,2014-07-14,Not Customer's fault,24206 KITTANNING ST,62064
22225,2014-12-23,Customer's fault,24207 STATE ST,62493
22226,2015-01-13,Everyone's fault,24208 E.10TH AVE AV,62046
22227,2015-05-12,Everyone's fault,24209 ROUTE 885 HW,61692
22228,2016-05-12,Not Customer's fault,24210 WHEATLAND RD,60445
22229,2015-06-29,Customer's fault,24211 CALIFORNIA AV,62193
22230,2015-11-09,Not Customer's fault,24212 GREENTREE RD,60707
22231,2016-01-10,Everyone's fault,24213 19th AV,61268
22232,2015-04-08,Not Customer's fault,24214 PITTSBURGH ST,61437
22233,2015-12-08,Not Customer's fault,24215 BEULAH ROAD RD,60413
22234,2014-05-13,Everyone's fault,24216 CRAFTON BL,62189
22235,2014-10-31,Everyone's fault,24217 GREENTREE RD,61409
22236,2015-02-25,Not Customer's fault,24218 BROWNSVILLE RD,60171
22237,2015-03-17,Not Customer's fault,24219 PERRY HW,60551
22238,2014-05-12,Not Customer's fault,24220 WATERFRONT DR,60357
22239,2016-03-23,Everyone's fault,24221 BOWER HILL RD,62418
22240,2015-10-27,Everyone's fault,24222 DORSEYVILLE RD,61072
22241,2016-01-23,Not Customer's fault,24223 MOSSIDE BL,60836
22242,2016-12-17,Customer's fault,24224 WEST ST,61577
22243,2015-03-11,Customer's fault,24225 INDUSTRIAL HW,62334
22244,2016-11-01,Not Customer's fault,24226 BEULAH RD,62574
22245,2014-08-19,Customer's fault,24227 PENN AV,61978
22246,2016-05-27,Customer's fault,24228 SIXTEENTH ST,61161
22247,2015-11-25,Everyone's fault,24229 BROWNSVILLE RD,61789
22248,2016-03-09,Everyone's fault,24230 VERONA RD,62373
22249,2014-10-03,Not Customer's fault,24231 RODI RD,61505
22250,2014-06-13,Everyone's fault,24232 LOTT RD,61123
22251,2014-08-26,Everyone's fault,24233 PERRYSVILLE AV,62251
22252,2016-08-13,Not Customer's fault,24234 FIELD CLUB RD,60846
22253,2015-02-12,Customer's fault,24235 SCHOYER AV,62496
22254,2015-10-29,Not Customer's fault,24236 SPRING RUN ROAD ET,62437
22255,2014-05-05,Everyone's fault,24237 BEAVER GRADE RD,61277
22256,2014-11-13,Customer's fault,24238 W MAIN ST,60867
22257,2014-06-27,Everyone's fault,24239 GEYER RD,61910
22258,2016-07-05,Not Customer's fault,24240 MAGAZINE ST,62576
22259,2016-02-06,Everyone's fault,24241 SAUNDERS STATION RD,61847
22260,2015-01-26,Customer's fault,24242 CENTER RD,61523
22261,2016-03-28,Everyone's fault,24243 PENN LINCOLN PY,61309
22262,2015-06-15,Not Customer's fault,24244 OLD NORTHERN PK,62226
22263,2015-01-09,Customer's fault,24245 LOWER RODI RD,61798
22264,2014-09-26,Customer's fault,24246 DORSEYVILLE RD,61199
22265,2014-09-24,Not Customer's fault,24247 HAYDEN BL,60592
22266,2016-09-27,Everyone's fault,24248 MT.ROYAL BL,60371
22267,2015-04-25,Not Customer's fault,24249 WILLIAM FLYNN HW,60318
22268,2014-08-16,Not Customer's fault,24250 PENN AV,61254
22269,2016-03-28,Customer's fault,24251 GREENTREE RD,61695
22270,2014-12-24,Everyone's fault,24252 FREEPORT RD,62513
22271,2015-01-11,Everyone's fault,24253 DELAWARE AV,61360
22272,2016-06-09,Customer's fault,24254 CLAIRTON BL,60373
22273,2015-08-24,Customer's fault,24255 COLLEGE PARK DR,61472
22274,2015-09-21,Not Customer's fault,24256 WILLIAM FLYNN HW,60897
22275,2016-01-31,Not Customer's fault,24257 HAYDEN BL,61435
22276,2015-12-04,Not Customer's fault,24258 FIFTH AV,60424
22277,2016-07-09,Everyone's fault,24259 WASHINGTON PK,62332
22278,2014-05-12,Everyone's fault,24260 MARION ST,60501
22279,2014-07-30,Everyone's fault,24261 WILLIAM PENN HW,60769
22280,2014-11-11,Everyone's fault,24262 GOLDEN MILE HW,62215
22281,2015-06-16,Customer's fault,24263 MALL BL,62265
22282,2016-11-12,Everyone's fault,24264 SCENERY DR,62465
22283,2014-08-10,Not Customer's fault,24265 CLAIRTON BL,61449
22284,2015-12-20,Everyone's fault,24266 LOCK ST,60558
22285,2015-05-16,Not Customer's fault,24267 THORN RUN RD,61497
22286,2014-06-11,Everyone's fault,24268 CLAIRTON BL,60472
22287,2014-12-26,Everyone's fault,24269 CLAIRTON BL,61188
22288,2015-02-07,Customer's fault,24270 SAW MILL RUN BL,60213
22289,2015-10-11,Everyone's fault,24271 IRVINE ST,61202
22290,2016-01-02,Not Customer's fault,24272 VANADIUM RD,62132
22291,2016-09-18,Not Customer's fault,24273 BEULAH RD,60911
22292,2015-11-27,Everyone's fault,24274 WILLIAM PENN HW,60642
22293,2014-12-17,Everyone's fault,24275 FERGUSON RD,61897
22294,2015-09-24,Customer's fault,24276 GREENTREE RD,61463
22295,2016-10-29,Everyone's fault,24277 CLAIRTON BL,60464
22296,2015-05-28,Not Customer's fault,24278 EAST BRUCETON RD,61912
22297,2014-11-25,Everyone's fault,24279 RAINBOW RUN RD,62073
22298,2014-10-05,Customer's fault,24280 BRUSH CREEK RD,60336
22299,2016-02-28,Customer's fault,24281 MONTOUR RUN RD,62016
22300,2014-12-15,Not Customer's fault,24282 GIBSONIA RD,60430
22301,2016-01-03,Customer's fault,24283 WASHINGTON RD,61754
22302,2016-02-23,Customer's fault,24284 BOWER HILL RD,60523
22303,2016-01-24,Not Customer's fault,24285 PERRY HW,61792
22304,2014-07-05,Everyone's fault,24286 MIDDLE RD,61602
22305,2015-09-22,Customer's fault,24287 VILSACK RD,61905
22306,2015-10-15,Customer's fault,24288 PERRY HW,62195
22307,2014-06-25,Customer's fault,24289 ELFINWILD RD,62175
22308,2015-03-21,Customer's fault,24290 BRADDOCK AV,60427
22309,2016-10-27,Customer's fault,24291 SQUAW RUN RD,62079
22310,2016-06-05,Not Customer's fault,24292 MT ROYAL BL,60597
22311,2015-12-31,Customer's fault,24293 PERRY HW,62264
22312,2014-06-21,Not Customer's fault,24294 WAINWRIGHT AV,62047
22313,2016-09-15,Customer's fault,24295 CURRY HOLLOW RD,60711
22314,2014-06-26,Everyone's fault,24296 CLAIRTON BL,61726
22315,2014-12-08,Customer's fault,24297 PA TURNPIKE HW,60845
22316,2015-05-15,Not Customer's fault,24298 HEBRON RD,61036
22317,2015-04-24,Customer's fault,24299 NORTH BIRMINGHAM AV,60323
22318,2016-01-04,Customer's fault,24300 HOMESTEAD GRAYS BR,62619
22319,2015-08-29,Not Customer's fault,24301 BROWNSVILLE RD,60310
22320,2015-07-03,Everyone's fault,24302 LIBERTY AV,61281
22321,2016-07-17,Not Customer's fault,24303 W STEUBEN ST,60406
22322,2015-07-23,Not Customer's fault,24304 HILLSDALE AV,60502
22323,2015-03-10,Customer's fault,24305 PENN LINCOLN PY,61412
22324,2014-05-29,Customer's fault,24306 LIBERTY AV,61600
22325,2015-11-11,Customer's fault,24307 FREEPORT RD,60455
22326,2015-06-22,Everyone's fault,24308 S FREMONT AVE AV,60981
22327,2016-08-24,Customer's fault,24309 MOSSIDE BL,60336
22328,2016-10-30,Everyone's fault,24310 EWING INT/RAMP B RD,61529
22329,2016-03-14,Customer's fault,24311 HIGHLAND PARK BR,60485
22330,2015-06-14,Not Customer's fault,24312 GREENTREE RD,60558
22331,2016-02-24,Everyone's fault,24313 WILLIAM PENN HW,60691
22332,2014-08-09,Everyone's fault,24314 FORT COUCH RD,62053
22333,2015-09-08,Customer's fault,24315 THIRD AV,61051
22334,2015-09-20,Everyone's fault,24316 WEST ST,60495
22335,2015-07-03,Customer's fault,24317 LINCOLN HW,60369
22336,2014-07-14,Everyone's fault,24318 WASHINGTON PK,61655
22337,2016-09-20,Customer's fault,24319 SOUTH HOME AVE AV,62026
22338,2016-01-19,Everyone's fault,24320 WASHINGTON PK,60522
22339,2016-07-12,Not Customer's fault,24321 W EIGHTH AV,60643
22340,2016-04-24,Everyone's fault,24322 BEULAH RD,61608
22341,2014-11-30,Not Customer's fault,24323 WEXFORD-BAYNE RD,60128
22342,2015-03-25,Everyone's fault,24324 SCHEUTTE RD,60771
22343,2015-06-02,Customer's fault,24325 MAIN ST,60429
22344,2016-07-09,Customer's fault,24326 PERRY HW,61688
22345,2014-05-21,Not Customer's fault,24327 GREENTREE RD,60427
22346,2014-05-28,Not Customer's fault,24328 CLAIRTON BL,62287
22347,2014-05-05,Not Customer's fault,24329 HOCHBERG RD,62565
22348,2016-06-30,Not Customer's fault,24330 LOCUST ST,62071
22349,2014-12-12,Not Customer's fault,24331 NOLBE AV,60651
22350,2016-12-17,Customer's fault,24332 BOSTON HOLLOW RD,62618
22351,2014-08-11,Not Customer's fault,24333 EAST WATERFRONT DR,62605
22352,2014-11-12,Customer's fault,24334 RAINBOW RUN RD,61805
22353,2015-09-27,Everyone's fault,24335 GIBSONIA RD,61530
22354,2015-09-17,Not Customer's fault,24336 BEN MILLER RD,60963
22355,2016-02-02,Customer's fault,24337 FOSTER RD,61890
22356,2016-08-26,Everyone's fault,24338 OHIO RIVER BL,61309
22357,2014-05-25,Not Customer's fault,24339 WEST BRUCETON RD,60706
22358,2016-01-31,Not Customer's fault,24340 WEST ST,62022
22359,2016-07-17,Everyone's fault,24341 JOSEPH ST,60747
22360,2015-01-25,Customer's fault,24342 NOBLE AV,60901
22361,2016-03-19,Not Customer's fault,24343 PILLOW AV,61177
22362,2016-07-24,Customer's fault,24344 HAYDEN BL,61600
22363,2015-05-11,Everyone's fault,24345 RAILROAD WY,62146
22364,2015-05-28,Not Customer's fault,24346 ORCHARD AV,60545
22365,2016-01-18,Not Customer's fault,24347 PA TURNPIKE HW,60826
22366,2015-08-19,Customer's fault,24348 PENN LINCOLN PY,61487
22367,2014-07-05,Not Customer's fault,24349 WILLIAM FLYNN HW,60535
22368,2016-02-11,Customer's fault,24350 BRODHEAD RD,62589
22369,2015-04-06,Customer's fault,24351 WILLIAM FLYNN HW,62484
22370,2014-11-10,Customer's fault,24352 EAST 16TH AV,62368
22371,2014-04-20,Everyone's fault,24353 WEXFORD BAYNE RD,61791
22372,2014-08-04,Everyone's fault,24354 EIGHTH AV,61300
22373,2016-06-06,Not Customer's fault,24355 FOX CHAPEL RD,61179
22374,2015-06-08,Everyone's fault,24356 OLD CLAIRTON ROAD RD,62536
22375,2016-07-13,Customer's fault,24357 WASHINGTON RD,60278
22376,2016-11-09,Everyone's fault,24358 WILLIAM FLYNN HW,60651
22377,2014-11-05,Not Customer's fault,24359 STATE ROUTE 51 HW,61591
22378,2014-11-24,Not Customer's fault,24360 MONROEVILLE BL,61824
22379,2014-07-30,Customer's fault,24361 NOBLESTOWN RD,60155
22380,2014-10-20,Everyone's fault,24362 GIBSONIA RD,62449
22381,2016-10-09,Customer's fault,24363 STARR AV,61234
22382,2014-09-26,Everyone's fault,24364 WETZEL RD,62457
22383,2014-11-25,Customer's fault,24365 BEAVER GRADE RD,60807
22384,2015-05-24,Not Customer's fault,24366 FIFTH AV,60544
22385,2014-07-07,Everyone's fault,24367 BUNOLA RIVER RD,60177
22386,2015-11-12,Customer's fault,24368 MINGO RD,61670
22387,2016-09-09,Everyone's fault,24369 CLAIRTON BL,61148
22388,2015-08-09,Customer's fault,24370 PINE-RICHLAND MIDDLE SCHOOL AL,61710
22389,2015-08-30,Customer's fault,24371 GUYSUTA RD,61857
22390,2015-11-28,Not Customer's fault,24372 DUNCAN AV,61992
22391,2016-07-03,Not Customer's fault,24373 W SAWMILLRUN BL,60636
22392,2016-08-20,Not Customer's fault,24374 BEECHWOOD BL,60721
22393,2015-11-28,Not Customer's fault,24375 HARTS RUN RD,61414
22394,2016-07-04,Not Customer's fault,24376 NEW WM PENN HW,60619
22395,2015-05-07,Not Customer's fault,24377 MALL BL,61695
22396,2015-06-08,Everyone's fault,24378 HAMILTON AV,61814
22397,2014-04-14,Everyone's fault,24379 BEECHWOOD BL,62001
22398,2015-08-23,Not Customer's fault,24380 TERMON AV,61779
22399,2015-08-30,Everyone's fault,24381 SMALLMAN ST,60672
22400,2016-09-09,Customer's fault,24382 PENN LINCOLN PY,60271
22401,2016-08-06,Not Customer's fault,24383 PENN LINCOLN PY,60594
22402,2014-09-02,Everyone's fault,24384 FRANKSTOWN RD,61992
22403,2014-06-14,Not Customer's fault,24385 LINCOLN RD,60425
22404,2016-12-23,Customer's fault,24386 PENN LINCOLN PY,61370
22405,2015-08-24,Customer's fault,24387 NORTH HILLS EX,61977
22406,2015-03-09,Customer's fault,24388 WETZEL RD,60199
22407,2015-12-02,Customer's fault,24389 SR 0022 SH,61056
22408,2016-05-17,Not Customer's fault,24390 MCKEESROCKS BR,61367
22409,2014-04-22,Everyone's fault,24391 LINCOLN AV,60133
22410,2016-08-30,Not Customer's fault,24392 PERRY HW,62423
22411,2014-09-07,Everyone's fault,24393 JOHNSTON RD,62529
22412,2015-11-24,Not Customer's fault,24394 WASHINGTON RD,60164
22413,2016-01-16,Everyone's fault,24395 RIVER RD,61168
22414,2015-08-07,Customer's fault,24396 I-279 NORTH HW,61650
22415,2016-11-06,Not Customer's fault,24397 HAZEL ST,61940
22416,2016-08-02,Customer's fault,24398 POTOMAC AV,60406
22417,2016-12-06,Everyone's fault,24399 LIBERTY AV,62515
22418,2015-12-07,Not Customer's fault,24400 BUTLER ST,61861
22419,2015-07-22,Not Customer's fault,24401 HAMILTON AV,61100
22420,2016-12-04,Not Customer's fault,24402 FORWARD AV,62246
22421,2015-03-21,Everyone's fault,24403 RHINE ST,61509
22422,2014-08-22,Everyone's fault,24404 OHIO RIVER BL,60752
22423,2016-02-28,Not Customer's fault,24405 FORBES AV,61624
22424,2015-05-06,Everyone's fault,24406 MIFFLIN RD,60703
22425,2016-08-18,Not Customer's fault,24407 WEBSTER AV,61314
22426,2016-01-15,Everyone's fault,24408 MADISON AV,60697
22427,2015-07-05,Not Customer's fault,24409 MADISON AV,61474
22428,2015-06-27,Not Customer's fault,24410 SAW MILL RUN BL,60986
22429,2016-05-03,Customer's fault,24411 EAST WARRINGTON AV,61782
22430,2014-11-05,Not Customer's fault,24412 HAMPSHIRE AV,61653
22431,2015-07-09,Not Customer's fault,24413 BATES ST,61604
22432,2014-09-22,Everyone's fault,24414 PENN AV,62148
22433,2016-03-04,Not Customer's fault,24415 GRANT ST,61804
22434,2014-11-26,Customer's fault,24416 BANKSVILLE RD,61104
22435,2014-09-27,Not Customer's fault,24417 EAST CARSON ST,61642
22436,2015-08-03,Not Customer's fault,24418 WARRENDALE RD,60690
22437,2015-11-16,Customer's fault,24419 PENN LINCOLN PY,60778
22438,2014-04-16,Customer's fault,24420 TONIDALE INT/RAMP U RD,60673
22439,2016-10-20,Customer's fault,24421 GRANT AV,60205
22440,2015-08-04,Everyone's fault,24422 PENN LINCOLN PY,60212
22441,2016-05-14,Not Customer's fault,24423 PENN LINCOLN PY,61982
22442,2016-09-14,Everyone's fault,24424 PENN LINCOLN PY,61513
22443,2014-07-12,Everyone's fault,24425 PRESQUE ISLE DR,62088
22444,2014-10-07,Not Customer's fault,24426 BRYSON RD,60305
22445,2015-04-13,Not Customer's fault,24427 JOSEPH ST,60857
22446,2016-10-06,Everyone's fault,24428 RAYMOND P SHAFER HW,61623
22447,2016-06-24,Everyone's fault,24429 ALLEGHENY AV,62602
22448,2015-08-30,Customer's fault,24430 GEYER RD,61602
22449,2016-03-13,Not Customer's fault,24431 BOWER HILL RD,62083
22450,2014-10-10,Not Customer's fault,24432 WILLIAM FLYNN HW,60162
22451,2015-01-17,Not Customer's fault,24433 VILSACK RD,60550
22452,2016-11-13,Not Customer's fault,24434 RIDDLE RUN RD,62399
22453,2015-04-08,Everyone's fault,24435 COAL VALLEY #2 RD,61336
22454,2016-01-11,Everyone's fault,24436 FLAUGHERTY RUN RD,60799
22455,2016-11-07,Not Customer's fault,24437 NORTH BIRMINGHAM AV,61877
22456,2016-03-26,Not Customer's fault,24438 GREENTREE RD,61750
22457,2014-10-14,Customer's fault,24439 ONODEGO ST,60321
22458,2014-11-24,Customer's fault,24440 SAXONBURG BL,61562
22459,2015-08-17,Not Customer's fault,24441 AMITY ST,60514
22460,2016-10-31,Everyone's fault,24442 OLD FRANKSTOWN RD,61518
22461,2016-08-10,Everyone's fault,24443 COAL VALLEY RD,60172
22462,2014-05-02,Not Customer's fault,24444 CORBET SQ,61852
22463,2014-05-05,Everyone's fault,24445 UNIVERSITY BL,62088
22464,2015-12-23,Everyone's fault,24446 ROCHESTER RD,60301
22465,2015-08-06,Customer's fault,24447 STATE ROUTE HW,62098
22466,2016-02-23,Not Customer's fault,24448 FINLEY AV,62224
22467,2014-08-17,Customer's fault,24449 OLD CLAIRTON RD,61751
22468,2016-11-05,Customer's fault,24450 STATE ROUTE 51 HW,60167
22469,2015-12-08,Customer's fault,24451 CENTER AVE AV,62405
22470,2015-10-24,Customer's fault,24452 NOBLESTOWN RD,62602
22471,2016-01-28,Customer's fault,24453 WILLIAM FLYNN HW,62016
22472,2014-10-03,Customer's fault,24454 TURNER RD. RD,61772
22473,2016-12-12,Customer's fault,24455 BUNOLA RIVER RD,60117
22474,2015-08-26,Everyone's fault,24456 WASHINGTON AV,61130
22475,2016-05-29,Not Customer's fault,24457 WILLIAM FLYNN HW,60989
22476,2014-11-23,Everyone's fault,24458 FLAUGHERTY RUN RD,61744
22477,2014-06-18,Everyone's fault,24459 SEAVEY RD,61407
22478,2016-01-21,Everyone's fault,24460 MIDDLE RD,61509
22479,2015-06-26,Customer's fault,24461 WILLIAM FLYNN HW,60131
22480,2016-01-28,Not Customer's fault,24462 WEST END CR,62432
22481,2015-03-25,Everyone's fault,24463 EAST STEUBEN ST,62384
22482,2016-10-09,Customer's fault,24464 PITTSBURGH ST,60104
22483,2016-04-07,Everyone's fault,24465 OHIO RIVER BL,60306
22484,2016-01-04,Customer's fault,24466 OHIO RIVER BLVD BL,61491
22485,2015-11-20,Customer's fault,24467 CLAIRTON BL,60732
22486,2016-07-16,Not Customer's fault,24468 ROLLING MEADOW RD,62158
22487,2016-03-09,Everyone's fault,24469 UNIVERSITY BL,60776
22488,2015-12-25,Customer's fault,24470 CHESTNUT ST,60520
22489,2014-11-28,Everyone's fault,24471 MARION ST,60381
22490,2014-07-15,Everyone's fault,24472 WAKEFIELD RD,60591
22491,2014-10-22,Customer's fault,24473 SWALLOW HILL RD,62530
22492,2014-11-11,Not Customer's fault,24474 HOOKSTOWN GRADE RD,60147
22493,2016-02-11,Everyone's fault,24475 MOON-CLINTON RD,61257
22494,2015-09-07,Everyone's fault,24476 PERRY HW,62525
22495,2014-04-08,Customer's fault,24477 ST CLAIR AV,61107
22496,2016-09-14,Everyone's fault,24478 GULF LAB RD,62391
22497,2016-06-12,Customer's fault,24479 SPRING GARDEN RD,61237
22498,2015-07-29,Customer's fault,24480 FRANKSTOWN RD,61228
22499,2016-10-03,Everyone's fault,24481 FRANKSTOWN RD,61071
22500,2016-03-08,Everyone's fault,24482 LINCOLN RD,62547
22501,2016-11-28,Everyone's fault,24483 MT ROYAL BL,60441
22502,2016-10-15,Customer's fault,24484 PERRY HW,62538
22503,2015-06-11,Not Customer's fault,24485 MT ROYAL BL,60122
22504,2016-08-15,Everyone's fault,24486 HOPKINS CHURCH RD,62222
22505,2015-12-21,Not Customer's fault,24487 MCKNIGHT RD,61208
22506,2016-12-07,Not Customer's fault,24488 PERRY HW,61157
22507,2016-01-25,Not Customer's fault,24489 WILLIAM FLYNN HW,62507
22508,2015-12-30,Customer's fault,24490 BIGELOW BL,61486
22509,2016-09-27,Everyone's fault,24491 TWENTYSECOND ST,60493
22510,2015-10-04,Not Customer's fault,24492 UNIVERSAL RD,62065
22511,2015-06-01,Not Customer's fault,24493 BROWNSVILLE RD,62512
22512,2014-12-27,Not Customer's fault,24494 PITTSBURGH-MCKEESPORT BL,61156
22513,2015-05-13,Not Customer's fault,24495 PITTSBURGH-MCKEESPORT BL,62092
22514,2014-10-03,Everyone's fault,24496 BEULAH RD,61324
22515,2015-06-24,Everyone's fault,24497 CEDARHURST DR,61332
22516,2014-04-11,Everyone's fault,24498 SINGLE TRACK RD,62530
22517,2014-09-22,Customer's fault,24499 ALLEGHENY VALLEY EX,61068
22518,2015-12-06,Everyone's fault,24500 MOSSIDE BL,60694
22519,2016-10-05,Everyone's fault,24501 LAVALLE DR,60496
22520,2015-08-09,Everyone's fault,24502 MARTIN AL,61913
22521,2014-11-28,Not Customer's fault,24503 LIBERTY AV,61825
22522,2014-04-07,Everyone's fault,24504 HASSAM RD,61917
22523,2015-01-23,Everyone's fault,24505 WASHINGTON AV,61697
22524,2014-06-05,Not Customer's fault,24506 CLAIRTON BL,61444
22525,2016-01-05,Everyone's fault,24507 MARVIN AV,60701
22526,2016-02-18,Everyone's fault,24508 OHIO RIVER BL,60319
22527,2016-03-06,Not Customer's fault,24509 COOK LN,60861
22528,2016-12-18,Customer's fault,24510 HICKORY GRADE RD,60197
22529,2016-08-29,Not Customer's fault,24511 MIDDLE RD,60381
22530,2016-08-16,Customer's fault,24512 PLEASANT HILL RD,62257
22531,2015-01-30,Not Customer's fault,24513 FIFTH AV,61215
22532,2015-08-28,Not Customer's fault,24514 LIBERTY AV,61776
22533,2014-04-26,Customer's fault,24515 KINGSBORO AV,61144
22534,2016-11-13,Everyone's fault,24516 WEST LIBERTY AV,61363
22535,2015-03-08,Everyone's fault,24517 HAYMAKER RD,62183
22536,2016-08-25,Customer's fault,24518 OHIO RIVER BL,60346
22537,2015-05-22,Customer's fault,24519 AIRPORT PY,62061
22538,2015-10-13,Customer's fault,24520 PENN LINCOLN PY,62453
22539,2014-08-05,Not Customer's fault,24521 FORT DUQUESNE BR,62290
22540,2016-02-26,Everyone's fault,24522 SARDIS RD,62450
22541,2014-05-21,Everyone's fault,24523 WILLIAM FLYNN HW,62539
22542,2014-05-31,Everyone's fault,24524 LOGAN RD,61234
22543,2016-09-29,Everyone's fault,24525 STEWART RD,61542
22544,2016-10-08,Everyone's fault,24526 WEST PROSPECT AV,62431
22545,2016-02-25,Customer's fault,24527 NORTH RIDGE DR,61717
22546,2015-08-24,Everyone's fault,24528 LINCOLN HW,61438
22547,2014-09-07,Customer's fault,24529 MCMILLAN RD,62591
22548,2014-04-12,Customer's fault,24530 RAINBOW RUN RD,61093
22549,2014-12-30,Customer's fault,24531 BUTLER ST,60484
22550,2016-05-27,Customer's fault,24532 RICHLAND AV,60965
22551,2014-10-13,Everyone's fault,24533 PENN LINCOLN PY,60504
22552,2016-02-14,Not Customer's fault,24534 OHIO RIVER BL,60264
22553,2016-01-22,Customer's fault,24535 UNION AV,60727
22554,2016-05-14,Everyone's fault,24536 RT910 HW,61013
22555,2015-10-25,Customer's fault,24537 FORSYTHE RD,61116
22556,2015-12-22,Not Customer's fault,24538 OHIO RIVER BL,62242
22557,2014-11-23,Not Customer's fault,24539 OHIO RIVER BL,60428
22558,2016-02-27,Not Customer's fault,24540 MANSFIELD AV,61265
22559,2014-07-22,Not Customer's fault,24541 GOLDEN MILE HW,61099
22560,2014-12-10,Not Customer's fault,24542 EAST OHIO ST,60368
22561,2014-06-01,Not Customer's fault,24543 EAST CARSON ST,61379
22562,2014-10-06,Everyone's fault,24544 SANDUSKY ST,60598
22563,2016-11-25,Not Customer's fault,24545 SAMPLE RD,62316
22564,2014-08-06,Everyone's fault,24546 HOLLOWTREE DR,60957
22565,2015-05-17,Customer's fault,24547 EAST OHIO ST,61244
22566,2014-11-24,Customer's fault,24548 VANADIUM RD,62074
22567,2016-09-05,Customer's fault,24549 STREETS RUN RD,60965
22568,2016-06-13,Not Customer's fault,24550 LAUREL HILL AV,62415
22569,2015-07-30,Customer's fault,24551 HOMESTEAD GRAYS BRIDGE BR,62285
22570,2016-08-20,Not Customer's fault,24552 159 THORNHILL RD,61150
22571,2016-07-30,Customer's fault,24553 FAIRVIEW RD,61180
22572,2014-07-23,Everyone's fault,24554 EAST 8TH AV,60596
22573,2016-11-19,Customer's fault,24555 MCMILLAN RD,60494
22574,2016-08-27,Not Customer's fault,24556 CURRY HOLLOW RD,61639
22575,2016-07-15,Customer's fault,24557 WASHINGTON PK,61080
22576,2016-02-24,Customer's fault,24558 MANSFIELD BL,62113
22577,2016-09-09,Everyone's fault,24559 RAYMOND P SHAFER HW,60718
22578,2015-11-07,Customer's fault,24560 PENN LINCOLN PY,60496
22579,2015-06-01,Everyone's fault,24561 BURCHFIELD RD,60774
22580,2014-11-28,Everyone's fault,24562 WILLIAM FLYNN HW,60779
22581,2014-11-13,Not Customer's fault,24563 WASHINGTON RD,62280
22582,2015-01-22,Customer's fault,24564 OLD FRANKSTOWN RD,60941
22583,2015-01-07,Not Customer's fault,24565 HOMESTEAD GRAYS BR,62478
22584,2015-05-06,Customer's fault,24566 BRODHEAD RD,62467
22585,2016-03-14,Everyone's fault,24567 FREEPORT RD,60636
22586,2014-10-09,Customer's fault,24568 FOURTH AV,60451
22587,2016-08-11,Not Customer's fault,24569 HOSPITAL DR,60802
22588,2015-12-04,Customer's fault,24570 FOURTH AV,61518
22589,2015-11-11,Customer's fault,24571 SENIOR DR,62244
22590,2016-11-05,Customer's fault,24572 STROSCHEIN RD,60419
22591,2015-12-06,Not Customer's fault,24573 NEW WM PENN HW,62578
22592,2014-05-11,Not Customer's fault,24574 ROSEMONT DR,61428
22593,2016-07-13,Customer's fault,24575 PITTSBURGH ST,61018
22594,2015-10-07,Everyone's fault,24576 EAST WATERFRONT DR,60877
22595,2015-12-13,Everyone's fault,24577 CLAIRTON BL,61259
22596,2014-06-18,Everyone's fault,24578 CHURCH RD,62179
22597,2014-07-02,Not Customer's fault,24579 FORT COUCH RD,60697
22598,2016-07-19,Customer's fault,24580 NORTH BALPH AV,60418
22599,2015-04-29,Not Customer's fault,24581 SAUNDERS STATION RD,62045
22600,2015-05-08,Everyone's fault,24582 OHIO RIVER BL,60478
22601,2014-11-12,Customer's fault,24583 HULTON RD,61837
22602,2016-09-07,Not Customer's fault,24584 PERRY HW,61487
22603,2015-06-10,Not Customer's fault,24585 LITTLE DEER CREEK RD,61266
22604,2014-06-30,Customer's fault,24586 MCMURRAY RD,62026
22605,2016-02-28,Customer's fault,24587 WM FLYNN HW,60502
22606,2015-06-09,Everyone's fault,24588 WILLIAM PENN HW,60582
22607,2016-09-23,Everyone's fault,24589 EAST EIGHTH AV,61696
22608,2015-03-26,Not Customer's fault,24590 BROWNSVILLE RD,60324
22609,2016-07-21,Everyone's fault,24591 PERRY HW,61215
22610,2015-02-25,Customer's fault,24592 UNION AV,61707
22611,2015-10-10,Customer's fault,24593 COMMONWEALTH DR,61368
22612,2015-11-18,Not Customer's fault,24594 BOWER HILL RD. RD,60906
22613,2015-02-04,Everyone's fault,24595 CURRY HOLLOW RD,60399
22614,2015-12-26,Not Customer's fault,24596 GLENN AV,61574
22615,2015-09-02,Not Customer's fault,24597 FIFTH AV,60930
22616,2015-03-03,Customer's fault,24598 ALLIES BL,62298
22617,2015-07-12,Customer's fault,24599 PA TURNPIKE HW,61907
22618,2014-09-15,Everyone's fault,24600 PA TURNPIKE HW,61640
22619,2014-10-17,Everyone's fault,24601 OHIO RIVER BL,61474
22620,2014-10-03,Everyone's fault,24602 CLAIRTON BL,62348
22621,2016-11-07,Everyone's fault,24603 GREENTREE RD,61481
22622,2015-03-15,Everyone's fault,24604 FREEPORT RD,61096
22623,2016-11-07,Everyone's fault,24605 SCENERY DR,60405
22624,2014-11-23,Customer's fault,24606 STATE ST,62184
