cid,reportno,isguilty
51894,21099,1
62472,21100,0
45411,21101,1
71377,21102,0
5639,21103,1
37852,21104,1
16687,21105,0
31535,21106,1
26087,21107,0
20428,21108,1
77655,21109,1
29686,21110,0
7400,21111,0
62086,21112,1
5951,21113,0
31967,21114,1
88852,21115,1
14090,21116,0
10750,21117,0
54031,21118,1
54462,21119,0
63069,21120,1
78099,21121,1
2186,21122,0
69675,21123,0
43727,21124,0
33466,21125,0
46593,21126,0
23695,21127,1
43296,21128,1
89762,21129,1
74150,21130,1
24550,21131,0
4520,21132,0
28892,21133,1
26224,21134,0
39077,21135,0
97538,21136,1
83543,21137,1
55994,21138,0
38592,21139,0
90250,21140,0
96937,21141,1
23751,21142,1
71993,21143,0
45651,21144,1
51537,21145,0
5231,21146,0
11158,21147,0
18029,21148,0
40925,21149,0
58128,21150,1
37250,21151,1
34681,21152,1
56794,21153,1
33079,21154,1
90813,21155,0
13026,21156,1
1792,21157,0
52716,21158,0
4516,21159,0
11542,21160,0
20294,21161,0
31773,21162,1
62814,21163,0
13583,21164,0
51496,21165,1
18647,21166,0
82353,21167,1
89375,21168,0
82625,21169,1
63049,21170,1
49643,21171,1
40233,21172,1
38621,21173,1
29730,21174,0
40116,21175,0
87385,21176,1
17034,21177,1
93715,21178,0
54989,21179,1
20349,21180,0
42733,21181,0
61655,21182,1
49223,21183,1
2183,21184,0
15059,21185,0
17329,21186,0
54622,21187,0
72981,21188,0
93618,21189,0
49757,21190,1
4700,21191,0
346,21192,0
71213,21193,1
93428,21194,0
47430,21195,1
82913,21196,1
10901,21197,0
54964,21198,1
11175,21199,1
20106,21200,0
100478,21201,0
62504,21202,0
61571,21203,1
47979,21204,1
26614,21205,0
1311,21206,1
79434,21207,0
57298,21208,0
9922,21209,0
64367,21210,1
66398,21211,1
68629,21212,1
51789,21213,1
5111,21214,0
47841,21215,1
53747,21216,1
34923,21217,0
28294,21218,1
37924,21219,0
86037,21220,1
87387,21221,1
13983,21222,0
45394,21223,1
64258,21224,0
11259,21225,0
8644,21226,0
58555,21227,0
6910,21228,1
79561,21229,1
53046,21230,1
67683,21231,1
41968,21232,1
84873,21233,1
24715,21234,1
54817,21235,0
96750,21236,0
68144,21237,1
3393,21238,1
63348,21239,0
57212,21240,0
81892,21241,1
33825,21242,1
60113,21243,1
28726,21244,0
47696,21245,0
90607,21246,0
61857,21247,1
86971,21248,0
5757,21249,1
31441,21250,1
88340,21251,1
37777,21252,1
28942,21253,1
18970,21254,0
93908,21255,0
41652,21256,1
48839,21257,1
65006,21258,1
53651,21259,1
98222,21260,0
29895,21261,1
1679,21262,0
32276,21263,1
52265,21264,0
40563,21265,1
78964,21266,0
79682,21267,0
49981,21268,1
52136,21269,1
15768,21270,0
86232,21271,0
87485,21272,0
23974,21273,1
16605,21274,0
66324,21275,0
80791,21276,0
40098,21277,0
51228,21278,1
10170,21279,1
30398,21280,0
17214,21281,0
96069,21282,0
94448,21283,1
79985,21284,0
19282,21285,1
59565,21286,0
72042,21287,1
41458,21288,0
26040,21289,1
1490,21290,0
15860,21291,1
81545,21292,0
27133,21293,0
82182,21294,1
73261,21295,1
4697,21296,1
15535,21297,0
42037,21298,0
2138,21299,1
52393,21300,1
19866,21301,1
46150,21302,0
8342,21303,0
24367,21304,0
81860,21305,1
46528,21306,0
26788,21307,0
15586,21308,0
69925,21309,0
81186,21310,0
90875,21311,1
11433,21312,1
49183,21313,1
92770,21314,0
93891,21315,0
98849,21316,0
7646,21317,0
8440,21318,1
3218,21319,1
9674,21320,0
7765,21321,0
16944,21322,0
31700,21323,1
74671,21324,0
82319,21325,1
26409,21326,0
55835,21327,1
100427,21328,1
76367,21329,0
3358,21330,1
87511,21331,0
16213,21332,0
76197,21333,0
20612,21334,0
34825,21335,1
76133,21336,1
17320,21337,1
4345,21338,0
11052,21339,0
1067,21340,0
8544,21341,1
60112,21342,1
61789,21343,0
24508,21344,0
56228,21345,0
50478,21346,1
83782,21347,0
75306,21348,1
10211,21349,1
42197,21350,0
87669,21351,1
13391,21352,0
27276,21353,1
21334,21354,1
57223,21355,0
39577,21356,0
67512,21357,1
21761,21358,1
87284,21359,1
37786,21360,0
13422,21361,1
93875,21362,0
5256,21363,1
16092,21364,0
74510,21365,0
11784,21366,1
84191,21367,0
72672,21368,0
79280,21369,0
90843,21370,0
62878,21371,1
100396,21372,0
8985,21373,0
62247,21374,1
99215,21375,0
44854,21376,0
77841,21377,0
24903,21378,0
4986,21379,0
56935,21380,0
18626,21381,1
18206,21382,1
84389,21383,1
40660,21384,0
11442,21385,1
92638,21386,1
30436,21387,0
58351,21388,0
11696,21389,1
95980,21390,0
63148,21391,0
53111,21392,0
69695,21393,1
39922,21394,0
92207,21395,1
81154,21396,0
97252,21397,0
35123,21398,1
72024,21399,0
56602,21400,1
61456,21401,0
69293,21402,1
79238,21403,0
64127,21404,0
70655,21405,1
24811,21406,0
80704,21407,1
89675,21408,1
97008,21409,0
61002,21410,1
88082,21411,1
86510,21412,1
6865,21413,1
35939,21414,0
71360,21415,1
9092,21416,0
15467,21417,1
25844,21418,0
95666,21419,0
22427,21420,1
66508,21421,0
75465,21422,0
33767,21423,0
48041,21424,0
74069,21425,1
10543,21426,1
29171,21427,1
13769,21428,1
7648,21429,1
6272,21430,1
16436,21431,0
86895,21432,1
83809,21433,0
41199,21434,0
81110,21435,0
88511,21436,1
81510,21437,0
87219,21438,0
92179,21439,1
57087,21440,1
81419,21441,0
67450,21442,0
51720,21443,1
54039,21444,1
21249,21445,0
48710,21446,1
54500,21447,0
42057,21448,1
79014,21449,1
69720,21450,1
33993,21451,1
17676,21452,1
58793,21453,0
74234,21454,0
46995,21455,1
33462,21456,1
51497,21457,1
61122,21458,0
68558,21459,0
47679,21460,0
98333,21461,1
13526,21462,1
34374,21463,1
6728,21464,1
96678,21465,1
58507,21466,1
3688,21467,1
41642,21468,0
100216,21469,0
79974,21470,0
97483,21471,0
22275,21472,1
43305,21473,0
43462,21474,0
39162,21475,0
5760,21476,0
6117,21477,1
59204,21478,1
29861,21479,0
29992,21480,0
69658,21481,1
27108,21482,0
26338,21483,1
56719,21484,0
72134,21485,0
57668,21486,0
49423,21487,0
7844,21488,1
20847,21489,0
45553,21490,0
85623,21491,0
59080,21492,0
87514,21493,1
59411,21494,1
72557,21495,1
13690,21496,1
35768,21497,1
46503,21498,0
45720,21499,1
13594,21500,0
39538,21501,0
451,21502,1
93232,21503,1
60374,21504,1
23990,21505,0
91018,21506,0
55966,21507,1
84189,21508,1
21445,21509,1
9995,21510,0
68330,21511,1
87264,21512,0
49022,21513,1
85154,21514,0
17000,21515,0
42667,21516,1
44321,21517,0
35177,21518,0
72856,21519,1
59901,21520,1
62510,21521,0
96635,21522,0
63420,21523,1
97762,21524,0
72437,21525,1
98941,21526,1
49743,21527,0
78456,21528,1
2229,21529,1
2576,21530,0
24449,21531,1
47825,21532,1
32068,21533,0
8619,21534,0
13744,21535,1
55195,21536,0
9407,21537,1
91883,21538,0
92010,21539,1
62600,21540,1
61910,21541,1
85158,21542,0
22134,21543,1
14712,21544,0
36633,21545,1
56896,21546,0
73958,21547,1
96683,21548,1
31464,21549,0
65624,21550,0
37610,21551,0
11144,21552,1
70476,21553,0
22171,21554,1
17532,21555,1
32459,21556,0
42199,21557,1
57577,21558,0
38794,21559,1
69217,21560,1
47646,21561,0
31620,21562,1
69260,21563,0
40212,21564,0
96748,21565,1
73752,21566,1
41086,21567,1
71802,21568,0
92393,21569,1
73437,21570,1
73223,21571,1
61911,21572,0
72564,21573,0
14389,21574,1
76338,21575,1
81254,21576,0
5438,21577,1
34841,21578,1
11798,21579,0
36519,21580,1
4526,21581,0
12557,21582,1
42918,21583,0
69507,21584,0
19160,21585,0
29920,21586,0
60850,21587,1
87110,21588,0
19886,21589,0
18438,21590,1
35442,21591,0
685,21592,1
72564,21593,0
74310,21594,1
59477,21595,1
17822,21596,0
49645,21597,0
22009,21598,0
92794,21599,1
42227,21600,0
1159,21601,0
36852,21602,1
33186,21603,1
40280,21604,1
74555,21605,0
69355,21606,1
75295,21607,0
80022,21608,1
53573,21609,0
82538,21610,1
30311,21611,0
91211,21612,0
71631,21613,0
71108,21614,0
39442,21615,1
95940,21616,0
88034,21617,1
57175,21618,0
94372,21619,1
70941,21620,0
70633,21621,1
40018,21622,0
94259,21623,1
4644,21624,1
29355,21625,1
9919,21626,1
46184,21627,0
84880,21628,0
71229,21629,0
85028,21630,0
98511,21631,1
14855,21632,1
2152,21633,1
63781,21634,1
4136,21635,1
41622,21636,1
64580,21637,0
83531,21638,0
51059,21639,0
51479,21640,1
85571,21641,1
15015,21642,1
17281,21643,1
51193,21644,0
9434,21645,1
48383,21646,1
90866,21647,0
85111,21648,0
57312,21649,1
23777,21650,1
60853,21651,1
83043,21652,1
58867,21653,1
44475,21654,1
44572,21655,0
99554,21656,0
41990,21657,1
86240,21658,1
63693,21659,1
81678,21660,1
58286,21661,0
65714,21662,0
17351,21663,0
1762,21664,1
95211,21665,1
14733,21666,1
29396,21667,0
71536,21668,0
25588,21669,1
25120,21670,1
12925,21671,0
30168,21672,0
4774,21673,1
23268,21674,1
5985,21675,1
65752,21676,0
55856,21677,1
84520,21678,0
27736,21679,1
43197,21680,1
94348,21681,0
71305,21682,1
88027,21683,1
35371,21684,1
26074,21685,0
17803,21686,1
23979,21687,0
58021,21688,1
56433,21689,1
43231,21690,1
80273,21691,0
47790,21692,1
76263,21693,0
60059,21694,1
74867,21695,0
60763,21696,1
61132,21697,1
57464,21698,1
93254,21699,0
352,21700,0
27357,21701,0
83472,21702,0
28491,21703,1
58365,21704,1
71735,21705,0
70677,21706,0
16374,21707,1
69311,21708,1
87433,21709,1
2910,21710,0
9430,21711,1
32661,21712,0
45810,21713,0
25813,21714,0
26625,21715,1
30712,21716,0
66960,21717,1
92341,21718,1
12551,21719,0
53578,21720,1
24213,21721,0
18442,21722,1
40075,21723,0
45703,21724,1
60045,21725,1
25975,21726,1
24237,21727,1
79605,21728,1
15499,21729,1
57572,21730,0
27822,21731,0
50990,21732,0
53608,21733,1
11329,21734,0
37883,21735,1
77866,21736,0
80361,21737,1
65954,21738,0
93415,21739,0
6946,21740,1
14682,21741,1
100464,21742,1
15820,21743,1
13418,21744,0
33448,21745,0
51582,21746,1
76372,21747,1
39294,21748,0
46207,21749,0
75677,21750,0
35387,21751,0
65053,21752,1
50037,21753,1
74101,21754,1
91046,21755,0
8379,21756,1
66094,21757,0
61315,21758,0
99741,21759,0
37629,21760,0
66092,21761,0
54876,21762,0
3184,21763,0
61491,21764,1
5399,21765,0
74678,21766,0
56842,21767,1
68543,21768,0
53873,21769,0
45037,21770,0
3725,21771,0
26305,21772,0
22050,21773,0
15501,21774,0
99197,21775,0
25119,21776,1
92093,21777,1
33995,21778,0
94138,21779,1
41521,21780,0
58943,21781,0
1987,21782,0
19182,21783,0
2593,21784,0
77831,21785,0
98958,21786,1
7816,21787,0
677,21788,0
36377,21789,1
20022,21790,1
20771,21791,1
33288,21792,0
93318,21793,0
14853,21794,0
33140,21795,0
31797,21796,0
48292,21797,0
83359,21798,0
98394,21799,0
2781,21800,1
60366,21801,0
6945,21802,1
87967,21803,1
38632,21804,0
37686,21805,0
89352,21806,0
3346,21807,1
80342,21808,0
33832,21809,1
9900,21810,1
39414,21811,0
24240,21812,0
85630,21813,0
454,21814,0
37168,21815,0
42021,21816,0
75529,21817,0
94121,21818,1
34514,21819,1
55050,21820,1
64447,21821,0
7311,21822,1
55848,21823,1
32093,21824,0
69961,21825,0
85648,21826,1
97375,21827,1
69716,21828,0
47223,21829,1
23514,21830,0
98526,21831,1
73537,21832,1
64249,21833,1
74973,21834,0
20927,21835,1
72174,21836,0
74289,21837,0
60383,21838,0
42453,21839,1
68966,21840,0
42611,21841,0
280,21842,0
7622,21843,0
89536,21844,0
30894,21845,1
31019,21846,1
35375,21847,1
26586,21848,1
38891,21849,0
60842,21850,1
82106,21851,1
2854,21852,0
63550,21853,1
54861,21854,0
17016,21855,1
70365,21856,0
93372,21857,0
17785,21858,0
30986,21859,1
88549,21860,1
29525,21861,1
7509,21862,1
86354,21863,0
19489,21864,1
23026,21865,0
61723,21866,0
94057,21867,1
13294,21868,1
13649,21869,0
84117,21870,1
95586,21871,1
4151,21872,1
39226,21873,1
61327,21874,0
59133,21875,0
31199,21876,1
38151,21877,0
87902,21878,0
97377,21879,0
38054,21880,1
246,21881,0
21528,21882,0
29716,21883,0
67383,21884,1
76171,21885,0
94884,21886,1
40029,21887,1
54386,21888,1
25805,21889,1
17905,21890,0
48924,21891,0
48701,21892,0
7440,21893,1
60741,21894,1
70910,21895,1
87020,21896,1
32572,21897,1
28466,21898,1
100252,21899,1
73303,21900,0
50277,21901,1
46128,21902,1
42222,21903,1
84607,21904,0
29947,21905,0
59325,21906,0
64956,21907,1
7278,21908,1
75697,21909,0
38872,21910,1
24376,21911,1
54498,21912,0
16952,21913,1
62479,21914,0
76650,21915,0
66991,21916,0
7450,21917,1
4243,21918,1
78850,21919,1
13633,21920,0
40386,21921,1
18591,21922,1
54649,21923,1
99139,21924,1
33589,21925,0
74454,21926,0
18705,21927,1
42310,21928,1
76849,21929,0
56819,21930,1
80676,21931,1
57960,21932,1
92608,21933,1
75359,21934,0
74816,21935,0
22447,21936,1
53640,21937,1
97230,21938,0
95250,21939,0
44165,21940,0
43109,21941,1
63440,21942,0
33342,21943,1
44161,21944,0
32721,21945,0
6396,21946,0
31345,21947,1
24994,21948,0
93098,21949,0
67023,21950,1
4294,21951,1
76235,21952,1
65808,21953,1
89191,21954,1
77599,21955,0
64735,21956,1
89215,21957,0
38030,21958,1
30752,21959,0
96021,21960,1
70782,21961,0
15740,21962,1
73735,21963,1
80969,21964,0
78915,21965,0
81473,21966,0
59273,21967,1
68774,21968,0
73262,21969,1
33394,21970,1
15886,21971,1
15016,21972,1
58815,21973,1
61387,21974,0
51495,21975,1
59628,21976,0
70319,21977,1
26658,21978,1
26719,21979,0
64651,21980,0
53138,21981,0
39370,21982,0
11258,21983,1
5764,21984,0
28535,21985,1
36577,21986,0
29448,21987,1
80141,21988,0
69603,21989,0
61500,21990,1
7799,21991,1
11372,21992,1
97024,21993,1
49504,21994,1
43376,21995,1
3986,21996,0
98056,21997,0
66883,21998,1
87710,21999,1
85700,22000,1
51525,22001,0
3038,22002,0
69788,22003,1
13539,22004,0
1479,22005,0
65943,22006,1
31200,22007,0
36381,22008,1
59611,22009,0
7631,22010,0
61290,22011,0
70091,22012,1
83300,22013,1
96974,22014,0
79094,22015,0
72225,22016,1
34390,22017,0
95325,22018,1
61586,22019,0
35545,22020,1
85741,22021,1
60616,22022,1
33316,22023,0
98119,22024,1
66249,22025,0
46375,22026,0
87900,22027,1
89344,22028,0
50595,22029,1
19402,22030,1
99909,22031,1
871,22032,0
27190,22033,1
53176,22034,1
21858,22035,1
46195,22036,1
70510,22037,1
67288,22038,1
11753,22039,0
35188,22040,0
61557,22041,0
46545,22042,0
29781,22043,1
92539,22044,0
19256,22045,1
95740,22046,1
48541,22047,0
16396,22048,1
6336,22049,1
40895,22050,1
79240,22051,1
43491,22052,0
1969,22053,0
45188,22054,1
5689,22055,1
56814,22056,1
48039,22057,0
94563,22058,0
4689,22059,1
40261,22060,1
39383,22061,1
1118,22062,1
100054,22063,1
31109,22064,0
86999,22065,0
84024,22066,0
40518,22067,0
47651,22068,1
3586,22069,1
80814,22070,0
66891,22071,0
85383,22072,0
66178,22073,1
27950,22074,1
28890,22075,0
97581,22076,1
69836,22077,0
90366,22078,0
82851,22079,0
27046,22080,0
78811,22081,1
70972,22082,1
79538,22083,1
77374,22084,0
64681,22085,1
13484,22086,0
73890,22087,1
9316,22088,0
79717,22089,0
75325,22090,0
10598,22091,0
88727,22092,1
69035,22093,0
20096,22094,1
82705,22095,1
95427,22096,0
11884,22097,0
87092,22098,1
27103,22099,1
51211,22100,0
50325,22101,0
92404,22102,1
64331,22103,1
82304,22104,1
53641,22105,0
70955,22106,0
30451,22107,0
8689,22108,1
97955,22109,0
41203,22110,1
58938,22111,0
60417,22112,0
53721,22113,0
41024,22114,0
67147,22115,0
79322,22116,0
33934,22117,1
53896,22118,0
73471,22119,1
64222,22120,1
25935,22121,1
35041,22122,0
69078,22123,1
75884,22124,0
97131,22125,1
61306,22126,1
6901,22127,0
32127,22128,0
74779,22129,0
12247,22130,1
23564,22131,1
18734,22132,0
4246,22133,0
84854,22134,1
59134,22135,0
8206,22136,1
5673,22137,0
72417,22138,1
9470,22139,0
9656,22140,1
82378,22141,1
94856,22142,1
12454,22143,1
91805,22144,1
56902,22145,0
63825,22146,1
87946,22147,1
39545,22148,1
60640,22149,1
30908,22150,0
48432,22151,0
85769,22152,0
59083,22153,1
82730,22154,1
5225,22155,0
46269,22156,0
43456,22157,1
12555,22158,0
44626,22159,0
95677,22160,0
68878,22161,0
404,22162,1
85771,22163,0
8226,22164,1
62782,22165,0
98497,22166,1
10133,22167,0
79187,22168,0
91002,22169,0
29849,22170,1
53483,22171,0
67881,22172,0
99901,22173,1
73184,22174,1
44411,22175,0
30563,22176,0
25790,22177,1
94469,22178,0
88214,22179,0
35698,22180,1
90972,22181,0
86758,22182,0
87930,22183,0
99704,22184,0
38322,22185,1
30966,22186,1
33285,22187,0
75767,22188,0
75520,22189,0
56993,22190,0
36669,22191,1
44561,22192,0
18147,22193,0
37948,22194,1
32361,22195,0
25168,22196,0
11158,22197,1
3718,22198,1
30485,22199,0
97643,22200,0
87019,22201,0
49165,22202,0
4424,22203,0
58877,22204,1
60851,22205,0
41040,22206,0
85363,22207,1
90186,22208,0
28779,22209,1
23893,22210,1
54465,22211,1
21261,22212,0
47380,22213,0
100311,22214,0
45600,22215,1
35344,22216,1
85181,22217,1
21177,22218,1
14925,22219,0
30199,22220,0
52937,22221,0
73824,22222,1
16630,22223,0
75045,22224,1
1625,22225,1
10894,22226,1
79303,22227,1
37291,22228,0
72194,22229,1
15032,22230,1
60948,22231,0
96365,22232,0
7881,22233,0
23141,22234,0
96851,22235,0
35190,22236,0
26036,22237,0
50525,22238,1
21917,22239,1
69734,22240,0
99242,22241,1
28785,22242,0
27833,22243,1
39253,22244,1
52007,22245,0
8278,22246,1
54993,22247,1
28175,22248,1
37660,22249,0
74240,22250,0
85386,22251,0
89859,22252,1
4967,22253,1
91691,22254,0
27947,22255,0
13591,22256,1
6829,22257,0
77345,22258,0
75393,22259,1
82517,22260,0
67002,22261,0
22714,22262,0
28585,22263,1
4043,22264,1
3830,22265,0
25630,22266,0
58913,22267,1
98154,22268,0
42712,22269,1
50557,22270,0
47269,22271,1
72954,22272,1
22176,22273,1
88230,22274,1
32729,22275,1
60135,22276,1
28719,22277,1
79212,22278,1
20034,22279,0
48108,22280,1
3083,22281,0
1095,22282,0
73695,22283,0
32509,22284,1
23886,22285,0
84135,22286,1
41647,22287,1
97038,22288,0
60510,22289,1
31210,22290,1
28554,22291,1
38895,22292,0
73919,22293,0
31819,22294,1
17732,22295,1
50023,22296,1
46653,22297,0
34142,22298,1
45322,22299,0
59521,22300,1
42150,22301,0
22325,22302,1
27632,22303,1
19906,22304,1
63264,22305,0
97556,22306,1
17297,22307,1
64706,22308,1
50324,22309,0
56955,22310,1
46197,22311,0
92904,22312,1
61868,22313,1
86768,22314,1
31709,22315,0
48342,22316,1
63207,22317,0
29353,22318,0
68777,22319,1
10947,22320,0
71293,22321,1
94820,22322,1
24054,22323,0
91240,22324,1
87462,22325,0
78470,22326,1
15089,22327,1
16349,22328,0
72992,22329,0
32887,22330,0
11515,22331,1
69860,22332,0
62260,22333,0
66755,22334,1
4668,22335,1
14040,22336,1
38433,22337,1
17406,22338,0
31094,22339,0
2582,22340,1
96453,22341,0
41299,22342,1
34193,22343,0
97605,22344,0
61676,22345,1
31614,22346,1
54003,22347,1
72997,22348,0
14737,22349,1
59751,22350,1
10461,22351,0
44027,22352,1
99596,22353,0
42435,22354,1
80957,22355,0
87630,22356,1
78888,22357,0
32151,22358,0
78149,22359,0
6495,22360,0
4904,22361,0
40140,22362,1
23667,22363,1
91515,22364,1
19478,22365,0
21377,22366,1
41223,22367,0
23657,22368,0
9515,22369,1
81153,22370,0
12046,22371,1
40020,22372,1
31582,22373,0
53673,22374,0
87566,22375,0
70149,22376,1
57372,22377,1
70597,22378,1
34348,22379,1
22627,22380,0
54345,22381,0
53024,22382,0
4555,22383,1
15127,22384,0
63588,22385,1
35710,22386,1
31357,22387,0
91646,22388,1
58223,22389,0
65583,22390,1
52396,22391,1
86056,22392,0
24633,22393,0
98631,22394,1
96561,22395,0
76561,22396,0
7857,22397,0
53381,22398,0
43711,22399,0
22787,22400,1
96229,22401,1
62620,22402,0
70597,22403,1
64939,22404,1
10013,22405,1
17657,22406,1
94129,22407,0
84760,22408,1
80220,22409,1
18683,22410,1
2624,22411,1
88106,22412,0
78028,22413,0
44073,22414,0
730,22415,1
89874,22416,0
26101,22417,1
70043,22418,1
81337,22419,0
83157,22420,1
33252,22421,1
24926,22422,1
53034,22423,0
98194,22424,1
56411,22425,0
82811,22426,1
41630,22427,0
24781,22428,1
76625,22429,1
65761,22430,1
65055,22431,1
17134,22432,1
38430,22433,0
38085,22434,1
36739,22435,1
63888,22436,0
18700,22437,1
100341,22438,0
54050,22439,0
39405,22440,1
10416,22441,0
46835,22442,0
19690,22443,0
55166,22444,0
18158,22445,1
20693,22446,1
87565,22447,0
74748,22448,1
69990,22449,1
10668,22450,1
66194,22451,0
12380,22452,1
70552,22453,0
81776,22454,0
40394,22455,0
89293,22456,1
89912,22457,0
23905,22458,0
64399,22459,1
64860,22460,1
66528,22461,0
53599,22462,1
18788,22463,1
4961,22464,1
36708,22465,1
9953,22466,0
93152,22467,1
43406,22468,0
98347,22469,1
10831,22470,1
14818,22471,0
97097,22472,1
68993,22473,1
79161,22474,1
69359,22475,1
76096,22476,0
57724,22477,0
65541,22478,0
8391,22479,0
96462,22480,0
62608,22481,0
64176,22482,1
83933,22483,1
18612,22484,1
87208,22485,1
26243,22486,0
24342,22487,0
45526,22488,0
14511,22489,0
37856,22490,0
4386,22491,1
87348,22492,0
34072,22493,0
72270,22494,0
81775,22495,1
78765,22496,0
12243,22497,0
63965,22498,1
34210,22499,1
97536,22500,0
95237,22501,0
86228,22502,1
14541,22503,1
40245,22504,1
68937,22505,0
83555,22506,1
8454,22507,0
56031,22508,0
3374,22509,0
22481,22510,0
74515,22511,0
34705,22512,1
13386,22513,0
40752,22514,1
1875,22515,1
67327,22516,0
20385,22517,1
46626,22518,0
53602,22519,1
41780,22520,1
12246,22521,1
70747,22522,0
95952,22523,1
40021,22524,1
72881,22525,0
81583,22526,1
25984,22527,0
6419,22528,0
5253,22529,0
60712,22530,0
15962,22531,0
72984,22532,0
72707,22533,0
32022,22534,0
16173,22535,0
61481,22536,1
83531,22537,1
74415,22538,0
11069,22539,0
39015,22540,1
503,22541,1
85618,22542,0
85222,22543,0
29877,22544,1
62880,22545,1
96122,22546,0
99951,22547,1
33327,22548,1
70664,22549,0
3189,22550,0
34126,22551,1
46419,22552,0
3819,22553,1
62584,22554,1
18208,22555,1
76330,22556,0
75186,22557,0
56602,22558,0
76903,22559,1
1916,22560,0
42084,22561,1
13832,22562,1
31896,22563,0
70491,22564,0
30523,22565,0
77067,22566,0
73835,22567,0
28709,22568,0
15167,22569,0
99860,22570,1
81143,22571,1
66282,22572,0
70271,22573,0
78769,22574,0
73278,22575,0
10329,22576,1
41213,22577,0
88278,22578,0
9687,22579,0
34478,22580,0
8036,22581,0
80026,22582,0
36885,22583,0
58358,22584,0
63028,22585,0
97317,22586,0
17476,22587,0
35315,22588,0
67053,22589,0
81739,22590,1
50499,22591,0
10479,22592,1
75386,22593,0
51075,22594,0
74463,22595,0
98681,22596,0
95346,22597,0
52879,22598,1
793,22599,1
45525,22600,1
78727,22601,0
29649,22602,0
83950,22603,0
26957,22604,1
50382,22605,1
49406,22606,1
63941,22607,0
58086,22608,1
64164,22609,1
16441,22610,0
84989,22611,0
65485,22612,0
34495,22613,1
25715,22614,1
58824,22615,0
52873,22616,1
72944,22617,0
59599,22618,0
89295,22619,0
94768,22620,0
40276,22621,1
89780,22622,0
39395,22623,1
50911,22624,1
37794,22625,0
73983,22626,0
32439,22627,0
7717,22628,1
90806,22629,1
70731,22630,0
37833,22631,0
70828,22632,0
93095,22633,0
89040,22634,0
96281,22635,1
93683,22636,1
14070,22637,0
30637,22638,0
17876,22639,0
39635,22640,1
4749,22641,0
55948,22642,1
7871,22643,1
45572,22644,1
64267,22645,0
100172,22646,0
61458,22647,0
44735,22648,0
4110,22649,0
23507,22650,1
76606,22651,1
35349,22652,1
46777,22653,0
97145,22654,0
57593,22655,0
94156,22656,0
34802,22657,0
6752,22658,0
33049,22659,1
63860,22660,1
84034,22661,1
70748,22662,0
2768,22663,1
48679,22664,0
53778,22665,1
39882,22666,0
45476,22667,0
91693,22668,0
42675,22669,1
43066,22670,1
87199,22671,0
38937,22672,1
67458,22673,1
4879,22674,1
10764,22675,0
35838,22676,1
84363,22677,0
42493,22678,0
46472,22679,0
31599,22680,1
95544,22681,0
84865,22682,0
68037,22683,1
87682,22684,0
88737,22685,0
31793,22686,1
54143,22687,1
77377,22688,0
19535,22689,1
99327,22690,0
8274,22691,0
5632,22692,1
6101,22693,0
89232,22694,1
52680,22695,1
82891,22696,0
58795,22697,1
53781,22698,1
56852,22699,0
70390,22700,1
80935,22701,1
61517,22702,1
99599,22703,1
36576,22704,0
5735,22705,0
15609,22706,0
23116,22707,1
91757,22708,0
65989,22709,0
50398,22710,0
6639,22711,0
79329,22712,1
38911,22713,0
94139,22714,0
77894,22715,1
2406,22716,1
950,22717,0
93924,22718,1
7132,22719,1
26151,22720,1
8978,22721,0
6983,22722,0
6437,22723,1
16751,22724,1
45450,22725,1
26201,22726,1
17596,22727,1
58156,22728,1
86175,22729,1
64024,22730,1
56526,22731,0
43847,22732,0
15431,22733,0
32437,22734,1
40533,22735,1
86878,22736,0
58591,22737,0
4621,22738,1
17557,22739,1
34993,22740,1
32789,22741,0
63611,22742,1
73939,22743,1
75764,22744,0
20900,22745,0
57121,22746,0
13716,22747,1
65022,22748,0
39571,22749,1
39316,22750,0
68589,22751,1
36444,22752,0
84659,22753,1
33282,22754,1
77691,22755,1
57040,22756,0
99619,22757,0
84559,22758,0
84575,22759,0
21408,22760,0
41601,22761,0
4213,22762,1
19820,22763,1
80870,22764,1
33412,22765,0
33805,22766,0
98724,22767,1
48742,22768,0
61158,22769,0
46340,22770,1
23955,22771,1
41874,22772,0
2605,22773,0
87794,22774,1
83911,22775,0
46706,22776,0
15009,22777,1
6631,22778,0
13904,22779,1
33627,22780,0
97818,22781,0
48374,22782,0
43478,22783,1
26631,22784,1
90818,22785,0
65013,22786,0
35738,22787,1
52238,22788,1
19851,22789,1
41789,22790,0
44258,22791,0
5709,22792,0
94979,22793,1
67788,22794,0
14310,22795,0
28560,22796,0
25623,22797,0
79301,22798,1
22011,22799,1
98921,22800,1
6632,22801,1
30579,22802,1
68757,22803,0
88300,22804,0
5299,22805,0
88775,22806,1
76384,22807,0
98882,22808,1
33558,22809,0
47434,22810,1
81144,22811,1
26308,22812,1
81966,22813,1
59380,22814,1
28830,22815,0
96547,22816,1
6181,22817,0
73612,22818,0
89710,22819,0
80014,22820,1
71227,22821,0
30302,22822,1
53924,22823,1
81520,22824,0
60093,22825,1
91465,22826,0
86400,22827,0
2481,22828,0
91511,22829,0
6119,22830,1
76199,22831,0
74873,22832,0
9765,22833,1
83549,22834,1
46063,22835,1
8621,22836,1
41771,22837,0
10604,22838,1
2826,22839,1
10070,22840,1
66142,22841,0
33994,22842,0
66702,22843,1
64663,22844,1
31318,22845,1
95429,22846,0
85155,22847,0
61253,22848,1
