planno,cid,aid
4,95033,394
2,95034,903
1,95035,328
2,95036,1782
2,95037,2253
1,95038,3644
4,95039,312
3,95040,240
2,95041,2922
1,95042,320
2,95043,64
3,95044,1254
1,95045,1514
4,95046,2281
3,95047,3379
3,95048,2135
3,95049,2766
2,95050,50
3,95051,614
4,95052,842
4,95053,1951
3,95054,1492
3,95055,2695
1,95056,2061
2,95057,3070
4,95058,2544
2,95059,878
2,95060,2019
1,95061,1649
1,95062,3603
1,95063,2264
2,95064,1216
1,95065,1876
4,95066,2453
2,95067,3341
3,95068,3140
1,95069,3119
2,95070,2423
3,95071,619
4,95072,523
3,95073,3034
4,95074,1618
3,95075,251
4,95076,3329
4,95077,1723
1,95078,2044
4,95079,1084
3,95080,1934
4,95081,1433
2,95082,2421
2,95083,2034
4,95084,1620
2,95085,2056
4,95086,2431
2,95087,1856
4,95088,2021
3,95089,1557
1,95090,1036
4,95091,960
3,95092,307
4,95093,1388
1,95094,551
3,95095,2182
2,95096,1038
1,95097,3020
1,95098,2654
2,95099,2333
4,95100,1674
1,95101,2863
4,95102,1590
1,95103,26
2,95104,1239
1,95105,2746
4,95106,3309
4,95107,2814
1,95108,1430
3,95109,816
4,95110,1139
4,95111,1363
2,95112,2843
2,95113,102
2,95114,140
2,95115,224
1,95116,3612
3,95117,2357
4,95118,123
1,95119,3252
3,95120,1573
3,95121,940
3,95122,1047
1,95123,533
4,95124,2589
2,95125,2546
4,95126,1120
3,95127,934
3,95128,1390
1,95129,2867
1,95130,1207
4,95131,954
2,95132,3639
3,95133,644
2,95134,2339
4,95135,3322
1,95136,2408
4,95137,1864
2,95138,1824
3,95139,1380
1,95140,1351
4,95141,361
4,95142,2166
3,95143,2188
1,95144,3339
2,95145,3467
2,95146,526
2,95147,999
3,95148,815
1,95149,1835
1,95150,3377
1,95151,3188
4,95152,432
4,95153,2452
3,95154,3199
1,95155,2221
1,95156,2677
2,95157,3566
2,95158,679
3,95159,12
2,95160,1489
3,95161,3332
2,95162,2215
3,95163,2633
4,95164,2969
1,95165,730
3,95166,3083
1,95167,716
4,95168,3527
3,95169,3239
3,95170,3462
3,95171,2994
3,95172,3144
3,95173,377
3,95174,2085
1,95175,3023
2,95176,1858
4,95177,1410
4,95178,3149
4,95179,2645
4,95180,2640
3,95181,944
4,95182,291
4,95183,1107
2,95184,2659
4,95185,2072
3,95186,2944
4,95187,1793
3,95188,2451
3,95189,2548
1,95190,1310
2,95191,1009
3,95192,1265
2,95193,354
2,95194,1290
2,95195,804
2,95196,2237
4,95197,349
3,95198,961
2,95199,2803
4,95200,862
2,95201,2256
4,95202,2139
3,95203,356
4,95204,1478
1,95205,1047
3,95206,1704
4,95207,3310
3,95208,1097
1,95209,1299
4,95210,1265
1,95211,2842
3,95212,1660
3,95213,32
2,95214,1053
4,95215,1879
2,95216,2223
4,95217,2099
3,95218,2934
1,95219,156
4,95220,1093
3,95221,2010
3,95222,2837
3,95223,3082
3,95224,3633
2,95225,1212
3,95226,904
4,95227,3421
2,95228,1201
3,95229,2278
1,95230,1857
1,95231,1352
4,95232,3368
2,95233,1030
3,95234,1401
4,95235,2741
3,95236,942
2,95237,3431
4,95238,219
1,95239,102
1,95240,1276
4,95241,21
2,95242,3222
2,95243,1415
3,95244,1968
3,95245,1201
4,95246,1608
1,95247,678
4,95248,2454
2,95249,2651
3,95250,2096
2,95251,3444
3,95252,2652
1,95253,2189
2,95254,1590
2,95255,304
1,95256,743
2,95257,2234
1,95258,2977
1,95259,3353
2,95260,3148
2,95261,565
1,95262,291
4,95263,2146
3,95264,3230
2,95265,2426
1,95266,2144
1,95267,3464
3,95268,1349
2,95269,1962
4,95270,3144
4,95271,1029
4,95272,772
4,95273,1924
4,95274,679
4,95275,796
3,95276,682
3,95277,3465
1,95278,559
4,95279,3257
3,95280,1309
1,95281,2897
2,95282,2051
2,95283,178
1,95284,824
3,95285,3442
4,95286,3562
2,95287,2936
3,95288,1510
1,95289,871
2,95290,661
4,95291,1618
4,95292,882
4,95293,46
1,95294,2041
2,95295,1442
1,95296,2508
1,95297,1909
4,95298,2987
3,95299,402
4,95300,132
3,95301,2148
1,95302,189
4,95303,1219
3,95304,782
1,95305,1514
2,95306,192
4,95307,1546
1,95308,2411
4,95309,300
4,95310,2644
4,95311,2065
2,95312,2974
3,95313,2626
4,95314,1284
4,95315,483
4,95316,476
1,95317,1348
1,95318,3442
4,95319,973
4,95320,735
1,95321,881
1,95322,2389
1,95323,757
4,95324,1288
2,95325,1992
2,95326,2465
2,95327,1800
3,95328,630
4,95329,1781
1,95330,2793
4,95331,1297
3,95332,3274
3,95333,3630
4,95334,1133
2,95335,1741
2,95336,1113
1,95337,909
4,95338,3584
4,95339,2730
3,95340,1351
3,95341,564
3,95342,1636
4,95343,2417
4,95344,1048
4,95345,1927
4,95346,2494
2,95347,2695
2,95348,2806
4,95349,862
4,95350,1024
3,95351,524
1,95352,2795
1,95353,222
4,95354,2848
4,95355,1589
3,95356,467
1,95357,701
3,95358,2192
1,95359,2009
4,95360,141
3,95361,2796
3,95362,1616
1,95363,711
4,95364,1065
4,95365,1709
3,95366,23
3,95367,962
2,95368,2358
2,95369,790
2,95370,11
1,95371,438
2,95372,1184
4,95373,921
3,95374,2487
1,95375,1740
3,95376,930
1,95377,2778
3,95378,1877
1,95379,395
3,95380,556
4,95381,375
3,95382,1873
2,95383,2075
4,95384,3072
1,95385,1347
3,95386,1298
3,95387,2655
2,95388,1834
3,95389,2288
4,95390,1307
2,95391,3472
3,95392,2688
2,95393,580
4,95394,1179
4,95395,3191
2,95396,1330
1,95397,2111
1,95398,1917
1,95399,1035
1,95400,3536
2,95401,3040
4,95402,1364
2,95403,282
4,95404,2533
3,95405,595
1,95406,1788
3,95407,243
3,95408,2269
2,95409,3167
4,95410,86
3,95411,2439
1,95412,1844
1,95413,272
2,95414,2954
4,95415,554
4,95416,34
2,95417,2968
1,95418,1261
2,95419,2458
4,95420,1702
1,95421,2648
2,95422,1043
3,95423,2232
2,95424,2405
3,95425,1803
3,95426,762
2,95427,361
2,95428,93
2,95429,266
1,95430,2080
2,95431,899
3,95432,1708
1,95433,41
4,95434,431
2,95435,2294
4,95436,2438
1,95437,2840
2,95438,2794
3,95439,115
1,95440,749
1,95441,2990
2,95442,773
4,95443,395
2,95444,302
1,95445,962
1,95446,1696
2,95447,2064
1,95448,3263
2,95449,3388
2,95450,584
3,95451,701
2,95452,1974
2,95453,1482
4,95454,2008
4,95455,3080
2,95456,2265
4,95457,2340
1,95458,742
2,95459,3498
3,95460,2635
2,95461,3611
2,95462,1898
4,95463,1968
1,95464,2384
4,95465,3141
2,95466,522
4,95467,1345
4,95468,1011
4,95469,3463
1,95470,1667
3,95471,3531
4,95472,755
3,95473,1696
4,95474,965
4,95475,3364
1,95476,370
3,95477,949
2,95478,2302
4,95479,3180
2,95480,1326
3,95481,3540
1,95482,158
1,95483,3117
4,95484,3609
2,95485,3013
2,95486,3181
3,95487,2910
2,95488,391
1,95489,1714
3,95490,224
2,95491,2799
2,95492,1315
4,95493,1933
3,95494,173
3,95495,160
3,95496,2423
3,95497,47
3,95498,2188
3,95499,900
4,95500,3596
3,95501,2517
4,95502,1536
2,95503,3474
1,95504,1760
1,95505,2276
2,95506,2164
1,95507,2110
3,95508,548
4,95509,2938
2,95510,2880
4,95511,2309
1,95512,1993
4,95513,2943
3,95514,1435
2,95515,3523
1,95516,362
2,95517,1795
1,95518,1892
3,95519,2148
1,95520,2477
2,95521,835
3,95522,3439
2,95523,795
4,95524,497
1,95525,2786
4,95526,2226
3,95527,1541
1,95528,522
1,95529,3211
3,95530,312
1,95531,1081
3,95532,3102
2,95533,1249
2,95534,791
3,95535,1442
2,95536,279
2,95537,3060
2,95538,801
2,95539,202
2,95540,1829
3,95541,377
3,95542,2753
1,95543,1100
1,95544,2265
1,95545,131
3,95546,1933
1,95547,2604
2,95548,2059
3,95549,3478
4,95550,3404
2,95551,3121
1,95552,2421
4,95553,2569
4,95554,2770
1,95555,2117
2,95556,326
1,95557,2431
2,95558,358
1,95559,1420
4,95560,860
4,95561,292
3,95562,3392
4,95563,1021
4,95564,3321
1,95565,1954
2,95566,2205
1,95567,1451
2,95568,935
3,95569,1450
2,95570,471
2,95571,1384
3,95572,1222
1,95573,596
1,95574,2021
3,95575,902
2,95576,1767
2,95577,1363
2,95578,2617
2,95579,2336
3,95580,2671
2,95581,1291
2,95582,3548
3,95583,2542
3,95584,2226
3,95585,2040
4,95586,2712
4,95587,1111
3,95588,1210
1,95589,163
1,95590,3404
1,95591,2433
2,95592,25
2,95593,984
3,95594,1236
2,95595,431
4,95596,3340
2,95597,3584
1,95598,620
4,95599,3404
3,95600,2835
4,95601,3078
1,95602,290
3,95603,2813
2,95604,2492
4,95605,429
4,95606,212
3,95607,41
2,95608,2224
1,95609,798
1,95610,192
1,95611,2704
2,95612,1203
2,95613,894
3,95614,1540
3,95615,290
3,95616,2888
4,95617,2447
3,95618,2102
2,95619,2136
3,95620,429
2,95621,1278
4,95622,292
2,95623,201
4,95624,700
4,95625,1938
2,95626,488
1,95627,3607
3,95628,1993
1,95629,337
2,95630,1462
4,95631,1045
4,95632,723
4,95633,1972
4,95634,319
3,95635,888
2,95636,1284
1,95637,1579
2,95638,1982
1,95639,343
2,95640,3070
3,95641,3409
4,95642,1224
4,95643,340
2,95644,2928
1,95645,2991
1,95646,3117
4,95647,3458
1,95648,2112
1,95649,2137
4,95650,1269
3,95651,3256
4,95652,3337
2,95653,1887
3,95654,1462
3,95655,3056
2,95656,2463
3,95657,219
3,95658,1894
4,95659,3189
4,95660,2888
1,95661,520
3,95662,3197
1,95663,374
1,95664,3435
2,95665,2487
3,95666,1252
1,95667,135
4,95668,2161
3,95669,2399
3,95670,2476
4,95671,2687
1,95672,545
3,95673,3517
4,95674,2242
4,95675,1783
2,95676,2614
1,95677,648
2,95678,518
4,95679,126
1,95680,995
2,95681,2914
1,95682,588
4,95683,268
4,95684,1494
1,95685,3129
3,95686,3600
3,95687,203
2,95688,3091
1,95689,428
3,95690,1822
4,95691,3288
4,95692,3321
2,95693,1756
2,95694,881
3,95695,2228
2,95696,3083
4,95697,1167
1,95698,2866
4,95699,3540
4,95700,951
2,95701,2668
1,95702,2431
2,95703,2900
1,95704,2339
3,95705,1468
2,95706,2891
2,95707,437
1,95708,1819
1,95709,520
3,95710,1935
2,95711,1450
2,95712,1280
3,95713,756
4,95714,1992
4,95715,2319
1,95716,2835
4,95717,2590
3,95718,3064
3,95719,955
2,95720,1932
2,95721,1312
1,95722,2537
4,95723,1526
3,95724,801
3,95725,2662
2,95726,492
1,95727,1781
1,95728,1679
3,95729,2989
1,95730,1096
3,95731,2300
1,95732,2445
1,95733,844
2,95734,3462
4,95735,2301
4,95736,2434
4,95737,2531
2,95738,3268
2,95739,3006
2,95740,2648
4,95741,2487
4,95742,150
2,95743,403
1,95744,1
4,95745,1010
1,95746,1241
4,95747,1714
4,95748,597
2,95749,2101
2,95750,143
4,95751,3330
4,95752,104
4,95753,3410
3,95754,2237
4,95755,289
1,95756,261
2,95757,1863
4,95758,2474
3,95759,1437
3,95760,3525
1,95761,409
3,95762,2395
2,95763,2839
3,95764,352
2,95765,1121
3,95766,2365
1,95767,2143
2,95768,1368
1,95769,697
1,95770,102
4,95771,70
1,95772,501
2,95773,3049
1,95774,1875
4,95775,2478
2,95776,2400
4,95777,3060
4,95778,1389
3,95779,3275
4,95780,2020
4,95781,2858
3,95782,586
3,95783,1873
4,95784,1523
4,95785,1141
3,95786,3534
1,95787,1770
3,95788,1933
3,95789,57
2,95790,1515
4,95791,2568
4,95792,3154
2,95793,2812
3,95794,2810
3,95795,2567
1,95796,2284
4,95797,898
3,95798,1379
2,95799,2052
1,95800,124
1,95801,277
4,95802,3229
2,95803,3177
2,95804,25
3,95805,364
2,95806,3118
2,95807,1188
2,95808,3003
3,95809,1610
2,95810,3038
2,95811,724
3,95812,2007
4,95813,1057
2,95814,345
3,95815,467
2,95816,2329
4,95817,3614
2,95818,2699
2,95819,1570
4,95820,2955
2,95821,2838
1,95822,2197
3,95823,975
3,95824,3291
1,95825,3034
1,95826,2548
4,95827,1442
1,95828,2930
3,95829,2495
1,95830,89
3,95831,2341
4,95832,1570
2,95833,61
2,95834,1986
3,95835,1598
3,95836,220
4,95837,204
4,95838,3069
3,95839,2600
4,95840,2863
2,95841,1523
2,95842,1878
1,95843,361
4,95844,1282
3,95845,1846
1,95846,2318
3,95847,1386
1,95848,2417
3,95849,3066
3,95850,2384
3,95851,3641
4,95852,313
4,95853,1364
4,95854,3267
3,95855,1309
4,95856,527
2,95857,2536
1,95858,3457
4,95859,2889
2,95860,1241
2,95861,2676
3,95862,2805
1,95863,176
1,95864,3500
4,95865,3427
1,95866,2479
3,95867,371
4,95868,1773
1,95869,1806
1,95870,3027
4,95871,2835
3,95872,2363
2,95873,251
3,95874,1556
4,95875,1943
3,95876,3148
3,95877,3493
3,95878,760
4,95879,471
4,95880,1705
4,95881,3374
2,95882,2156
4,95883,1334
3,95884,1902
1,95885,2773
2,95886,107
1,95887,2227
2,95888,2209
1,95889,1006
4,95890,1354
1,95891,3497
3,95892,827
1,95893,2141
3,95894,1381
2,95895,87
2,95896,2439
4,95897,374
4,95898,2046
2,95899,1299
1,95900,1022
4,95901,974
4,95902,2586
1,95903,179
2,95904,1386
1,95905,2377
1,95906,239
2,95907,1877
1,95908,2307
1,95909,3079
2,95910,3623
1,95911,3338
1,95912,2597
2,95913,2088
2,95914,2496
1,95915,1714
4,95916,3503
1,95917,1073
4,95918,1921
2,95919,2650
4,95920,1411
4,95921,1228
1,95922,3624
1,95923,1842
2,95924,3036
4,95925,2826
1,95926,710
2,95927,1593
2,95928,2484
2,95929,2085
3,95930,808
2,95931,1080
2,95932,1309
4,95933,2309
3,95934,3542
1,95935,3544
1,95936,1532
2,95937,2177
2,95938,1752
4,95939,1057
4,95940,820
1,95941,264
3,95942,2211
2,95943,2786
4,95944,2916
3,95945,240
4,95946,409
3,95947,1577
1,95948,3200
2,95949,3440
1,95950,3051
3,95951,3327
3,95952,2920
1,95953,2096
1,95954,1589
2,95955,1599
4,95956,33
2,95957,527
1,95958,2750
2,95959,2824
1,95960,2036
2,95961,781
3,95962,1119
4,95963,364
3,95964,2690
1,95965,157
1,95966,2050
1,95967,1624
4,95968,2955
3,95969,2727
3,95970,1459
4,95971,571
2,95972,1888
3,95973,1576
2,95974,407
3,95975,2404
4,95976,3564
4,95977,218
2,95978,366
4,95979,3374
1,95980,2124
3,95981,2740
2,95982,1104
2,95983,1124
3,95984,1091
4,95985,2089
3,95986,33
3,95987,585
3,95988,1429
3,95989,13
4,95990,14
4,95991,816
3,95992,408
1,95993,1214
3,95994,742
4,95995,3029
4,95996,1909
3,95997,1849
1,95998,3483
4,95999,3079
2,96000,834
3,96001,2553
4,96002,2055
4,96003,225
4,96004,1528
2,96005,1226
4,96006,1625
3,96007,2694
3,96008,1094
2,96009,3624
1,96010,3513
3,96011,2805
3,96012,214
1,96013,752
3,96014,2271
3,96015,2991
2,96016,335
1,96017,739
3,96018,907
4,96019,2378
1,96020,1009
1,96021,2495
4,96022,2617
3,96023,1727
2,96024,1033
1,96025,1932
1,96026,1395
2,96027,3590
4,96028,2268
4,96029,1877
4,96030,3474
2,96031,546
2,96032,3271
3,96033,3622
3,96034,1917
2,96035,207
3,96036,1597
2,96037,1176
3,96038,2477
3,96039,2075
2,96040,1799
1,96041,1887
4,96042,1144
2,96043,1134
3,96044,1095
3,96045,823
2,96046,543
1,96047,204
2,96048,1556
3,96049,2995
3,96050,459
4,96051,1432
2,96052,1230
3,96053,3012
2,96054,2270
4,96055,426
3,96056,2560
1,96057,1585
1,96058,1671
3,96059,25
4,96060,1208
1,96061,3040
3,96062,1672
3,96063,2379
4,96064,3123
1,96065,2228
2,96066,965
1,96067,3280
2,96068,738
1,96069,3212
3,96070,770
1,96071,276
1,96072,1580
2,96073,2955
4,96074,1206
4,96075,3105
3,96076,3193
2,96077,1171
1,96078,1886
1,96079,3442
3,96080,2522
3,96081,2648
4,96082,1804
4,96083,1561
3,96084,588
2,96085,2489
3,96086,1543
2,96087,605
1,96088,3192
3,96089,1744
3,96090,1946
2,96091,1584
1,96092,3081
4,96093,3375
4,96094,395
1,96095,3162
4,96096,363
1,96097,1709
3,96098,3622
3,96099,3130
2,96100,770
2,96101,1789
2,96102,59
4,96103,3294
1,96104,1514
4,96105,53
4,96106,1837
3,96107,367
3,96108,1378
1,96109,1676
1,96110,3539
4,96111,3035
2,96112,2850
2,96113,1456
3,96114,1310
3,96115,143
4,96116,2222
3,96117,2739
4,96118,835
1,96119,2007
4,96120,365
4,96121,2219
4,96122,3052
4,96123,376
2,96124,78
2,96125,867
1,96126,1317
1,96127,2209
4,96128,269
1,96129,3607
4,96130,1886
2,96131,2980
2,96132,3010
3,96133,3003
1,96134,196
1,96135,2995
3,96136,2227
4,96137,517
3,96138,1169
3,96139,3561
4,96140,206
3,96141,2053
1,96142,1274
2,96143,1990
3,96144,1905
2,96145,1779
2,96146,538
3,96147,2735
1,96148,586
4,96149,2414
4,96150,2543
3,96151,1773
3,96152,1789
1,96153,214
1,96154,3364
1,96155,2042
2,96156,1556
2,96157,3255
2,96158,3325
3,96159,3561
3,96160,33
4,96161,618
2,96162,338
4,96163,3609
2,96164,748
2,96165,3027
3,96166,759
1,96167,489
1,96168,598
1,96169,1359
4,96170,3050
3,96171,2557
3,96172,2622
2,96173,3245
3,96174,344
4,96175,1997
4,96176,531
2,96177,1664
2,96178,2275
2,96179,2316
3,96180,1297
1,96181,234
4,96182,1683
1,96183,2923
1,96184,373
2,96185,2202
3,96186,1656
4,96187,2520
1,96188,1290
3,96189,1959
4,96190,3552
1,96191,904
2,96192,3278
2,96193,936
1,96194,2447
3,96195,3036
3,96196,1117
4,96197,2681
1,96198,1698
1,96199,43
1,96200,1562
4,96201,549
4,96202,1662
3,96203,3484
1,96204,274
2,96205,2052
4,96206,365
1,96207,2305
1,96208,3374
4,96209,1567
4,96210,3370
3,96211,1237
1,96212,1182
1,96213,2358
4,96214,1396
4,96215,2477
2,96216,1433
3,96217,2442
1,96218,1406
2,96219,705
3,96220,1207
3,96221,293
2,96222,989
2,96223,2122
2,96224,1752
2,96225,2530
1,96226,2413
2,96227,114
3,96228,3181
3,96229,1801
2,96230,2352
4,96231,266
4,96232,3137
2,96233,3397
1,96234,2588
4,96235,2540
3,96236,2178
3,96237,2610
4,96238,2226
4,96239,327
3,96240,1064
2,96241,3525
3,96242,1469
4,96243,2847
3,96244,272
1,96245,1509
4,96246,596
2,96247,2474
2,96248,389
2,96249,895
3,96250,659
2,96251,770
4,96252,808
4,96253,2356
1,96254,2397
3,96255,2395
2,96256,3038
3,96257,715
4,96258,1019
1,96259,2022
2,96260,2826
2,96261,2027
1,96262,583
3,96263,389
4,96264,2191
3,96265,1799
4,96266,2124
2,96267,1833
3,96268,424
4,96269,812
3,96270,1887
1,96271,3304
3,96272,1324
1,96273,510
3,96274,3175
4,96275,956
3,96276,1959
4,96277,1883
2,96278,2398
1,96279,487
2,96280,438
3,96281,641
2,96282,2770
4,96283,671
2,96284,1915
1,96285,1857
1,96286,2354
3,96287,3129
3,96288,1400
4,96289,2235
3,96290,861
4,96291,782
1,96292,903
2,96293,3054
1,96294,2423
2,96295,1514
2,96296,2230
4,96297,3567
1,96298,2691
3,96299,1766
2,96300,1012
3,96301,301
3,96302,2789
1,96303,3021
1,96304,1046
1,96305,2560
1,96306,895
2,96307,1886
2,96308,2351
3,96309,3589
1,96310,3298
1,96311,2693
4,96312,1138
1,96313,2941
4,96314,3515
4,96315,2715
4,96316,1307
4,96317,191
3,96318,533
3,96319,1160
3,96320,1443
2,96321,18
2,96322,1133
4,96323,192
1,96324,2852
1,96325,3405
2,96326,1318
4,96327,1024
3,96328,1521
1,96329,3408
3,96330,1008
2,96331,255
2,96332,3617
2,96333,1294
2,96334,1912
1,96335,411
4,96336,2163
2,96337,3183
2,96338,3278
1,96339,3637
4,96340,397
1,96341,1107
2,96342,3157
3,96343,639
2,96344,105
2,96345,238
1,96346,216
3,96347,3544
4,96348,219
4,96349,1167
2,96350,1272
3,96351,241
3,96352,581
4,96353,1931
3,96354,1327
2,96355,3504
3,96356,869
1,96357,2329
2,96358,2173
2,96359,2592
4,96360,1401
4,96361,3247
4,96362,1632
3,96363,666
2,96364,658
4,96365,1519
4,96366,1545
3,96367,134
3,96368,195
4,96369,22
4,96370,298
1,96371,66
2,96372,731
3,96373,1332
3,96374,1934
4,96375,3156
1,96376,1535
4,96377,313
2,96378,1554
1,96379,2702
1,96380,2160
2,96381,171
1,96382,1509
2,96383,3530
4,96384,660
1,96385,2797
3,96386,142
4,96387,3329
1,96388,2738
1,96389,816
4,96390,2207
1,96391,365
1,96392,1643
2,96393,3017
2,96394,1543
4,96395,1691
3,96396,2132
1,96397,2940
2,96398,842
3,96399,2817
3,96400,2626
1,96401,1749
4,96402,2367
2,96403,2292
1,96404,447
2,96405,1716
1,96406,717
3,96407,3412
1,96408,3559
3,96409,2080
3,96410,777
4,96411,2159
2,96412,1207
1,96413,3468
2,96414,1893
3,96415,507
3,96416,508
3,96417,293
3,96418,3286
4,96419,2353
4,96420,2259
2,96421,1637
3,96422,957
3,96423,2357
4,96424,561
1,96425,2802
4,96426,3486
3,96427,2872
4,96428,560
2,96429,1439
3,96430,73
2,96431,1214
3,96432,2373
1,96433,3264
3,96434,2811
2,96435,987
3,96436,2001
3,96437,1550
2,96438,1618
3,96439,250
1,96440,3382
4,96441,3131
3,96442,2969
4,96443,2475
2,96444,415
3,96445,1545
1,96446,700
2,96447,2658
4,96448,2585
2,96449,2463
3,96450,2541
1,96451,491
1,96452,215
3,96453,1239
1,96454,92
1,96455,3249
1,96456,3380
1,96457,182
1,96458,1113
1,96459,495
3,96460,1387
3,96461,2894
2,96462,2674
3,96463,403
3,96464,3161
1,96465,3268
2,96466,3428
1,96467,2779
3,96468,141
2,96469,1442
2,96470,1721
1,96471,845
4,96472,3055
3,96473,578
2,96474,933
2,96475,769
3,96476,480
4,96477,901
4,96478,1461
2,96479,458
4,96480,2588
2,96481,223
1,96482,1054
4,96483,2879
1,96484,736
3,96485,575
4,96486,572
1,96487,1646
1,96488,3035
2,96489,2553
1,96490,1295
1,96491,1104
3,96492,1964
4,96493,166
1,96494,2980
4,96495,3352
2,96496,3631
1,96497,2382
3,96498,3578
4,96499,2341
1,96500,115
1,96501,1581
2,96502,1495
2,96503,3091
1,96504,2674
3,96505,280
1,96506,155
2,96507,2225
1,96508,2821
1,96509,2386
4,96510,27
2,96511,813
4,96512,2619
3,96513,661
2,96514,2700
1,96515,3253
4,96516,1206
3,96517,424
3,96518,1920
2,96519,2832
2,96520,1803
4,96521,1639
2,96522,2238
4,96523,2658
4,96524,2346
2,96525,940
1,96526,2915
3,96527,918
1,96528,1601
2,96529,120
1,96530,3293
3,96531,2300
3,96532,3175
2,96533,1487
4,96534,475
2,96535,957
2,96536,3135
4,96537,701
3,96538,2556
4,96539,1595
4,96540,3373
1,96541,2697
4,96542,1448
3,96543,3024
2,96544,850
3,96545,918
3,96546,834
1,96547,3138
1,96548,1046
3,96549,2386
2,96550,2664
1,96551,1617
4,96552,3622
2,96553,3004
1,96554,3600
1,96555,1819
3,96556,83
4,96557,2334
1,96558,3326
4,96559,2882
2,96560,1769
1,96561,3205
3,96562,1085
4,96563,318
3,96564,1841
1,96565,1838
2,96566,809
1,96567,48
3,96568,1763
2,96569,3433
4,96570,618
2,96571,3188
3,96572,3257
3,96573,895
1,96574,3374
2,96575,2266
3,96576,1786
3,96577,2574
1,96578,3572
3,96579,2027
1,96580,408
2,96581,1536
2,96582,2862
1,96583,760
1,96584,2309
3,96585,1487
1,96586,2321
1,96587,3408
2,96588,1993
1,96589,107
3,96590,1993
2,96591,1824
3,96592,903
1,96593,651
3,96594,1356
4,96595,653
3,96596,2852
3,96597,3467
3,96598,2347
1,96599,1778
1,96600,1315
4,96601,660
3,96602,2335
4,96603,3281
1,96604,2277
4,96605,929
3,96606,2393
3,96607,2715
3,96608,3233
4,96609,1437
4,96610,400
3,96611,205
3,96612,622
4,96613,276
3,96614,1340
3,96615,1299
3,96616,80
3,96617,3463
4,96618,3026
3,96619,74
3,96620,701
1,96621,1141
2,96622,1907
3,96623,2184
1,96624,338
1,96625,2911
1,96626,2630
4,96627,2396
1,96628,2279
3,96629,1371
3,96630,831
1,96631,1874
2,96632,1853
2,96633,1540
1,96634,1992
3,96635,2303
2,96636,2007
1,96637,2474
4,96638,154
4,96639,1905
4,96640,1832
3,96641,3517
3,96642,397
3,96643,1112
1,96644,3574
3,96645,707
4,96646,2966
4,96647,2539
3,96648,659
3,96649,1066
3,96650,168
2,96651,3597
1,96652,904
3,96653,1537
2,96654,705
3,96655,523
3,96656,2243
3,96657,2896
3,96658,1471
4,96659,3281
4,96660,1693
4,96661,2530
1,96662,3273
2,96663,86
4,96664,940
4,96665,2280
3,96666,1928
4,96667,3409
1,96668,2692
1,96669,548
3,96670,3290
3,96671,3493
1,96672,662
1,96673,2237
4,96674,1115
3,96675,2623
1,96676,808
3,96677,3276
2,96678,1488
3,96679,2621
2,96680,3367
3,96681,3528
4,96682,956
1,96683,945
1,96684,2116
1,96685,3377
3,96686,2587
2,96687,3413
3,96688,93
3,96689,1253
2,96690,2186
1,96691,3045
4,96692,763
2,96693,1696
4,96694,3568
4,96695,849
4,96696,816
2,96697,2948
3,96698,712
3,96699,495
2,96700,2349
4,96701,2816
4,96702,2190
1,96703,3110
1,96704,2428
4,96705,3013
2,96706,635
2,96707,872
4,96708,1630
3,96709,2410
4,96710,1373
3,96711,2192
4,96712,95
3,96713,2052
3,96714,1765
4,96715,1935
2,96716,758
2,96717,1784
3,96718,1100
2,96719,2692
2,96720,1647
4,96721,2006
4,96722,2623
1,96723,172
3,96724,2813
4,96725,2870
2,96726,1531
4,96727,468
2,96728,3510
2,96729,1796
1,96730,1529
1,96731,733
2,96732,2792
1,96733,2007
1,96734,2426
3,96735,1913
3,96736,172
4,96737,635
4,96738,3072
2,96739,2604
2,96740,3533
2,96741,2109
4,96742,3147
4,96743,407
2,96744,906
3,96745,228
2,96746,1873
1,96747,1231
1,96748,1184
1,96749,779
3,96750,2792
3,96751,634
1,96752,3500
2,96753,841
1,96754,2723
1,96755,831
2,96756,2340
3,96757,1840
3,96758,2882
2,96759,1959
2,96760,1435
4,96761,2136
1,96762,3038
1,96763,3158
3,96764,492
3,96765,1819
2,96766,1282
2,96767,496
2,96768,347
2,96769,1644
4,96770,749
1,96771,2651
4,96772,481
3,96773,1251
4,96774,566
1,96775,2777
4,96776,3014
1,96777,2705
4,96778,2274
1,96779,387
1,96780,1820
1,96781,2001
1,96782,2204
3,96783,1696
2,96784,267
3,96785,3157
2,96786,1642
1,96787,502
3,96788,2922
4,96789,991
2,96790,2907
3,96791,3533
4,96792,1188
4,96793,1980
4,96794,792
1,96795,1325
2,96796,1014
3,96797,1668
2,96798,1661
2,96799,2889
1,96800,1728
2,96801,187
2,96802,3404
1,96803,2567
3,96804,3289
1,96805,2358
1,96806,1686
4,96807,434
3,96808,174
2,96809,567
2,96810,1229
2,96811,3527
2,96812,601
1,96813,3356
1,96814,2562
2,96815,2097
2,96816,2445
1,96817,1211
4,96818,1083
2,96819,1191
2,96820,1770
1,96821,1002
4,96822,1359
2,96823,1000
3,96824,2118
4,96825,1552
4,96826,3030
4,96827,2035
1,96828,1096
4,96829,2250
2,96830,966
4,96831,1009
2,96832,2949
3,96833,25
2,96834,2999
1,96835,2547
4,96836,3210
1,96837,656
3,96838,18
2,96839,690
1,96840,790
4,96841,1537
3,96842,2563
1,96843,1327
3,96844,292
3,96845,1000
